ID,RO_E15,RO_G15,RO_TOTAL,P_RO_E15,P_RO_G15,PER_WHITE,PER_BLACK,PER_ASIAN,PER_HISP
C39012,161,178,339,0.474926254,0.525073746,0.261930288,0.034348319,0.238096289,0.415273595
C39013,162,117,279,0.580645161,0.419354839,0.380484118,0.049924357,0.324508316,0.211800306
C39014,152,103,255,0.596078431,0.403921569,0.492690059,0.022660818,0.122076025,0.312134502
C39015,250,106,356,0.702247191,0.297752809,0.686831823,0.008423759,0.189882694,0.084231413
C39016,94,129,223,0.421524664,0.578475336,0.305323593,0.050626304,0.355949895,0.234864301
C39017,191,150,341,0.560117302,0.439882698,0.627573866,0.008952551,0.076991936,0.258728737
C39018,155,151,306,0.506535948,0.493464052,0.580700264,0.00853971,0.199829197,0.174210076
C39019,166,141,307,0.540716612,0.459283388,0.594984795,0.015197569,0.101063833,0.272036476
C39020,244,124,368,0.663043478,0.336956522,0.798719771,0.009246088,0.038406829,0.131578947
C39021,193,107,300,0.643333333,0.356666667,0.741877258,0.006317689,0.045126354,0.17870036
C39022,95,134,229,0.414847162,0.585152838,0.341818174,0.045194805,0.305454545,0.27584416
C39023,243,135,378,0.642857143,0.357142857,0.836946278,0.006597549,0.034872759,0.098963245
C39024,251,166,417,0.601918465,0.398081535,0.756920415,0.006920415,0.098615916,0.1133218
C39025,114,112,226,0.504424779,0.495575221,0.55672823,0.122691296,0.104881268,0.176781001
C39026,188,129,317,0.593059937,0.406940063,0.63896254,0.000910595,0.249985399,0.081913043
C39027,48,24,72,0.666666667,0.333333333,0.853846154,0.007692308,0.023076923,0.1
C39028,193,164,357,0.540616246,0.459383754,0.527406417,0.038770053,0.060160429,0.35026738
C39029,76,60,136,0.558823529,0.441176471,0.309473685,0.07508772,0.287719307,0.295438587
C39030,151,177,328,0.460365854,0.539634146,0.430036191,0.068757533,0.211700853,0.240048246
C39031,117,133,250,0.468,0.532,0.256382401,0.031504613,0.12058664,0.558392181
C39032,182,126,308,0.590909091,0.409090909,0.522394336,0.011204834,0.34944788,0.076443161
C39033,177,130,307,0.576547231,0.423452769,0.605470352,0.036883548,0.162038955,0.160795706
C39034,164,124,288,0.569444444,0.430555556,0.562428414,0.060710195,0.100801832,0.242268034
C39035,136,169,305,0.445901639,0.554098361,0.450612842,0.040374915,0.248738272,0.207642395
C39036,83,38,121,0.685950413,0.314049587,0.614972156,0.011690383,0.187789934,0.086211975
C39037,247,104,351,0.703703704,0.296296296,0.780853516,0.021914647,0.07958478,0.084198386
C39038,155,56,211,0.734597156,0.265402844,0.68729097,0.008361204,0.190635451,0.10367893
C39039,109,90,199,0.547738693,0.452261307,0.57092582,0.008533529,0.096094272,0.293596106
C39040,170,99,269,0.63197026,0.36802974,0.639744946,0.019128587,0.188097779,0.129649305
C39041,243,129,372,0.653225806,0.346774194,0.753717485,0.006505576,0.098513003,0.113382897
C39042,250,109,359,0.69637883,0.30362117,0.804316884,0.006826775,0.093285429,0.075091415
C39043,240,136,376,0.638297872,0.361702128,0.808333326,1.42E-16,0.074999999,0.081250009
C39044,187,72,259,0.722007722,0.277992278,0.848852904,0.002699055,0.067476384,0.074224018
C39045,236,112,348,0.67816092,0.32183908,0.822474565,0.00362316,0.045896742,0.100230588
C40001,146,119,265,0.550943396,0.449056604,0.493020653,0.037409269,0.244556115,0.203238417
C40002,143,141,284,0.503521127,0.496478873,0.450704223,0.068410465,0.212608979,0.247484917
C40003,187,166,353,0.529745042,0.470254958,0.656410265,0.018315018,0.075457875,0.212454206
C40004,127,102,229,0.554585153,0.445414847,0.32053743,0.068138197,0.333973128,0.255278309
C40005,182,147,329,0.553191489,0.446808511,0.542446026,0.03884892,0.151079151,0.242446046
C40006,148,201,349,0.424068768,0.575931232,0.663799838,0.032056298,0.043002347,0.234558249
C40007,192,150,342,0.561403509,0.438596491,0.695692887,0.005617977,0.062734081,0.221910111
C40008,179,186,365,0.490410959,0.509589041,0.649808426,0.052107278,0.059770117,0.212260539
C40009,161,96,257,0.626459144,0.373540856,0.37342193,0.15681063,0.267774083,0.179401995
C40010,173,163,336,0.514880952,0.485119048,0.302836227,0.118481245,0.298719125,0.245196706
C40011,195,146,341,0.571847507,0.428152493,0.570198109,0.024978468,0.113695086,0.260120584
C40012,128,85,213,0.600938967,0.399061033,0.671381921,0.023939063,0.056583253,0.20892275
C40013,178,217,395,0.450632911,0.549367089,0.704951855,0.04607978,0.04607978,0.178129301
C40014,145,110,255,0.568627451,0.431372549,0.486238542,0.050968402,0.231396524,0.191131498
C40015,155,119,274,0.565693431,0.434306569,0.444951506,0.061608674,0.201369082,0.248716488
C40016,190,161,351,0.541310541,0.458689459,0.662047739,0.02078522,0.070053888,0.211701299
C40017,167,130,297,0.562289562,0.437710438,0.491760634,0.073720726,0.228100599,0.183868172
C40018,99,132,231,0.428571429,0.571428571,0.335288364,0.170087982,0.237536643,0.221896396
C40019,213,183,396,0.537878788,0.462121212,0.414092664,0.090733588,0.182915057,0.285714289
C40020,159,117,276,0.576086957,0.423913043,0.471772215,0.111929308,0.1389298,0.248404513
C40021,202,155,357,0.565826331,0.434173669,0.597523235,0.030959751,0.077399379,0.271671814
C40022,147,134,281,0.523131673,0.476868327,0.428278683,0.045081971,0.120218573,0.373633887
C40023,197,183,380,0.518421053,0.481578947,0.556084281,0.061182871,0.099252212,0.25764787
C40024,142,121,263,0.539923954,0.460076046,0.434566546,0.049696298,0.321921584,0.163445611
C40025,202,144,346,0.583815029,0.416184971,0.633679149,0.039106146,0.074221858,0.22186755
C40026,179,167,346,0.51734104,0.48265896,0.62488479,0.037788018,0.09953917,0.211059911
C40027,184,218,402,0.457711443,0.542288557,0.402522318,0.111928536,0.110877558,0.34944826
C40028,147,181,328,0.448170732,0.551829268,0.394046776,0.187810071,0.050318929,0.34585399
C40029,226,130,356,0.634831461,0.365168539,0.568062829,0.02617801,0.220767898,0.152705053
C40030,253,112,365,0.693150685,0.306849315,0.669515659,0.010446345,0.208926882,0.093067428
C40031,177,181,358,0.494413408,0.505586592,0.568200838,0.050209207,0.095397495,0.261087858
C40032,197,168,365,0.539726027,0.460273973,0.591653007,0.039279873,0.063829807,0.273322418
C40033,168,165,333,0.504504505,0.495495495,0.655372693,0.029041626,0.112294289,0.1819942
C40034,161,125,286,0.562937063,0.437062937,0.548678729,0.021557719,0.241307365,0.147426979
C40035,119,91,210,0.566666667,0.433333333,0.491854614,0.093984978,0.243734354,0.142857129
C40036,183,124,307,0.596091205,0.403908795,0.543315508,0.102673789,0.071657763,0.26417112
C40037,155,169,324,0.478395062,0.521604938,0.289135534,0.12558411,0.152453276,0.408294367
C40038,180,196,376,0.478723404,0.521276596,0.752808986,0.018459068,0.060995186,0.141252008
C40039,42,53,95,0.442105263,0.557894737,0.28409088,0.17424244,0.146464655,0.387626264
C41001,234,150,384,0.609375,0.390625,0.847824617,0.006537044,0.03734173,0.096162059
C41002,285,157,442,0.64479638,0.35520362,0.893405691,0.001077559,0.016162369,0.07857946
C41003,193,147,340,0.567647059,0.432352941,0.744859811,0.003738318,0.064485981,0.173831778
C41004,308,170,478,0.644351464,0.355648536,0.919125685,0.005464481,0.007650273,0.061202183
C41005,275,153,428,0.642523364,0.357476636,0.878811573,0.002345582,0.011727912,0.093823298
C41006,372,128,500,0.744,0.256,0.930719855,0.006024357,0.02008125,0.039158298
C41007,326,144,470,0.693617021,0.306382979,0.893572788,0.002008076,0.02510095,0.065261658
C41008,255,170,425,0.6,0.4,0.893149077,1.24E-10,0.019707078,0.074694617
C41009,220,171,391,0.562659847,0.437340153,0.722179696,0.006693524,0.131782773,0.111377219
C41010,320,147,467,0.685224839,0.314775161,0.943902348,0.002157219,0.015103574,0.036679372
C41011,271,174,445,0.608988764,0.391011236,0.859942727,0.000871896,0.014657822,0.108128613
C41012,238,149,387,0.61498708,0.38501292,0.777104337,0.006997895,0.07061112,0.138288173
C41013,266,178,444,0.599099099,0.400900901,0.830097559,0,0.044477424,0.106006135
C41014,352,125,477,0.737945493,0.262054507,0.879256966,0.001031992,0.033023735,0.073271413
C41015,298,179,477,0.624737945,0.375262055,0.833469647,0.002250091,0.033006723,0.10276507
C41016,223,150,373,0.597855228,0.402144772,0.823928679,0.003891151,0.036965475,0.113813646
C41017,284,131,415,0.684337349,0.315662651,0.889295519,0.001829826,0.021043001,0.068618479
C41018,232,142,374,0.620320856,0.379679144,0.839953675,0,0.019866176,0.123623449
C41019,290,148,438,0.662100457,0.337899543,0.886679535,0.007018584,0.047126077,0.047138374
C41020,218,111,329,0.662613982,0.337386018,0.804776737,0.004153686,0.059190031,0.127725858
C41021,276,114,390,0.707692308,0.292307692,0.839801815,0.004954583,0.008257638,0.134599507
C41022,253,173,426,0.593896714,0.406103286,0.868739208,0.004317789,0.017271156,0.095854921
C41023,281,139,420,0.669047619,0.330952381,0.856913075,0.00763491,0.032814497,0.084274328
C41024,228,141,369,0.617886179,0.382113821,0.785544655,0.0019393,0.059986061,0.13895488
C41025,117,86,203,0.57635468,0.42364532,0.769383966,0.02527098,0.062129972,0.120599064
C41026,255,170,425,0.6,0.4,0.838420298,0.002274733,0.020483939,0.117199733
C41027,184,92,276,0.666666667,0.333333333,0.83840671,0.017078014,0.035849493,0.095468031
C41028,152,111,263,0.577946768,0.422053232,0.637270682,0.066301898,0.170260699,0.099452849
C41029,150,64,214,0.700934579,0.299065421,0.754412033,0.036223352,0.097669485,0.090907329
C41030,236,166,402,0.587064677,0.412935323,0.841575092,0.002747253,0.033882784,0.108058608
C41031,325,131,456,0.712719298,0.287280702,0.906088751,0.001031992,0.022703818,0.06501548
C41032,199,115,314,0.633757962,0.366242038,0.811774146,0.008331504,0.03409302,0.118723769
C41033,213,141,354,0.601694915,0.398305085,0.788913089,0.005947228,0.067389957,0.117926618
C41034,231,122,353,0.654390935,0.345609065,0.818271119,0.001964637,0.06286837,0.08546169
C41035,285,172,457,0.623632385,0.376367615,0.81979083,0.001609011,0.032180209,0.130329846
C41036,242,154,396,0.611111111,0.388888889,0.805119782,0.006123052,0.057120358,0.123473451
C41037,273,165,438,0.623287671,0.376712329,0.847593582,0.007130125,0.04456328,0.091800355
C41038,195,154,349,0.558739255,0.441260745,0.779615697,0.000864472,0.061368881,0.147785905
C41039,275,141,416,0.661057692,0.338942308,0.811295538,0.009728092,0.071002935,0.089490722
C41040,299,167,466,0.641630901,0.358369099,0.878186663,0.000944296,0.037771754,0.070821564
C41041,282,146,428,0.658878505,0.341121495,0.801885597,0.008490642,0.049056056,0.128303414
C41042,269,150,419,0.642004773,0.357995227,0.92109931,0.004837962,0.027785732,0.045323517
C41043,269,144,413,0.651331719,0.348668281,0.805555551,0,0.069958848,0.117283955
C41044,321,134,455,0.705494505,0.294505495,0.879603506,0,0.017910855,0.091541334
C41045,200,143,343,0.583090379,0.416909621,0.819827586,0.004310345,0.05862069,0.1
C41046,282,164,446,0.632286996,0.367713004,0.839116724,0.005257624,0.030494216,0.114616189
C41047,255,143,398,0.640703518,0.359296482,0.810093959,0.005656248,0.078019625,0.074290719
C42001,383,36,419,0.914081146,0.085918854,0.901895211,0.012263098,0.030100334,0.042363432
C42002,202,60,262,0.770992366,0.229007634,0.603565827,0.049816475,0.248557921,0.068694282
C42003,199,57,256,0.77734375,0.22265625,0.570062173,0.080344332,0.25824964,0.053562889
C42004,388,75,463,0.838012959,0.161987041,0.634036153,0.091365449,0.185240973,0.058734937
C42005,235,16,251,0.93625498,0.06374502,0.829765524,0.027522959,0.090723749,0.032619775
C42006,341,106,447,0.762863535,0.237136465,0.646395521,0.089475273,0.172740392,0.056692471
C42007,385,51,436,0.883027523,0.116972477,0.693974227,0.025727846,0.213270157,0.040622893
C42008,289,58,347,0.832853026,0.167146974,0.692129656,0.076388874,0.151234561,0.057870366
C42009,245,70,315,0.777777778,0.222222222,0.605464481,0.062295082,0.219672131,0.086338798
C42010,242,45,287,0.843205575,0.156794425,0.668935644,0.046410891,0.189356436,0.067450495
C42011,226,57,283,0.798586572,0.201413428,0.742894057,0.067183463,0.125322997,0.041343669
C42012,271,41,312,0.868589744,0.131410256,0.80627307,0.049815495,0.079335791,0.042435423
C42013,338,92,430,0.786046512,0.213953488,0.733487814,0.091541134,0.117033617,0.042873697
C42014,268,30,298,0.899328859,0.100671141,0.769767376,0.036434107,0.123255801,0.048062096
C42015,209,25,234,0.893162393,0.106837607,0.803687619,0.031453382,0.104121473,0.045553146
C42016,238,65,303,0.785478548,0.214521452,0.667330675,0.024900398,0.219123509,0.05876494
C42017,300,29,329,0.911854103,0.088145897,0.87867975,0.022301517,0.05352364,0.030330062
C42018,210,38,248,0.846774194,0.153225806,0.754774637,0.042780749,0.135217723,0.048892284
C42019,393,40,433,0.907621247,0.092378753,0.833917306,0.033637003,0.066573232,0.046951645
C42020,209,30,239,0.874476987,0.125523013,0.745572611,0.02420307,0.160566703,0.042502953
C42021,194,53,247,0.785425101,0.214574899,0.680000004,0.04,0.204999999,0.053999997
C42022,167,14,181,0.922651934,0.077348066,0.72927461,0.029792746,0.15932643,0.053108804
C42023,280,30,310,0.903225806,0.096774194,0.770320668,0.023862786,0.14914242,0.0365399
C42024,318,53,371,0.857142857,0.142857143,0.83479022,0.035839157,0.068181813,0.048076924
C42025,289,56,345,0.837681159,0.162318841,0.672067401,0.050550875,0.204147764,0.051198963
C42026,300,48,348,0.862068966,0.137931034,0.68204182,0.029520295,0.215867159,0.049200492
C42027,220,74,294,0.74829932,0.25170068,0.743810549,0.066738428,0.103336921,0.065662002
C42028,333,91,424,0.785377358,0.214622642,0.537313572,0.134328206,0.268656669,0.04477615
C42029,265,36,301,0.880398671,0.119601329,0.627011489,0.048275864,0.228735638,0.068390802
C42030,328,41,369,0.888888889,0.111111111,0.755814969,0.02325572,0.154650511,0.036046375
C42031,293,36,329,0.890577508,0.109422492,0.712643677,0.053050398,0.152077807,0.066312998
C42032,227,28,255,0.890196078,0.109803922,0.659388707,0.041921399,0.112663768,0.158951887
C42033,245,67,312,0.78525641,0.21474359,0.688125951,0.095135836,0.125894191,0.065808242
C42034,369,32,401,0.920199501,0.079800499,0.848128346,0.025668456,0.071657746,0.0342246
C42035,347,74,421,0.824228029,0.175771971,0.663032198,0.037383176,0.21703011,0.052959501
C42036,285,53,338,0.843195266,0.156804734,0.709195402,0.052298851,0.152873563,0.058045977
C42037,185,15,200,0.925,0.075,0.791411043,0.017382413,0.109406953,0.059304703
C42038,264,31,295,0.894915254,0.105084746,0.802083333,0.015625,0.120659722,0.040798611
C42039,226,34,260,0.869230769,0.130769231,0.681138794,0.097508891,0.120996445,0.067615656
C42040,280,40,320,0.875,0.125,0.590010408,0.066597293,0.213839753,0.097814773
C42041,228,58,286,0.797202797,0.202797203,0.512571684,0.074988972,0.31760035,0.06352007
C42042,290,56,346,0.838150289,0.161849711,0.582155046,0.086299367,0.221843001,0.072159923
C43001,166,49,215,0.772093023,0.227906977,0.72682122,0.160595999,0.038079474,0.036423838
C43002,301,48,349,0.862464183,0.137535817,0.889776365,0.007188497,0.049520764,0.035143768
C43003,365,46,411,0.888077859,0.111922141,0.893412286,0.011102887,0.042931162,0.030347891
C43004,310,35,345,0.898550725,0.101449275,0.888116748,0.013203614,0.047255038,0.031271716
C43005,238,31,269,0.884758364,0.115241636,0.903901043,0.016175069,0.035204568,0.028544247
C43006,204,49,253,0.806324111,0.193675889,0.87411167,0.010152288,0.035532995,0.047715738
C43007,208,50,258,0.80620155,0.19379845,0.815147625,0.068035944,0.037227214,0.062901155
C43008,241,55,296,0.814189189,0.185810811,0.8,0.065116279,0.054883721,0.053953488
C43009,355,79,434,0.81797235,0.18202765,0.817034709,0.067823341,0.043375393,0.044164036
C43010,348,58,406,0.857142857,0.142857143,0.896016215,0.020931796,0.02498312,0.040513163
C43011,245,42,287,0.853658537,0.146341463,0.92577813,0.007182762,0.0207502,0.031125299
C43012,187,33,220,0.85,0.15,0.852173913,0.017391304,0.064596273,0.038509317
C43013,241,76,317,0.760252366,0.239747634,0.807632407,0.0334891,0.076323973,0.063862929
C43014,364,39,403,0.903225806,0.096774194,0.889162561,0.014778325,0.032019705,0.04269294
C43015,280,61,341,0.82111437,0.17888563,0.841847446,0.021693492,0.051784465,0.055283415
C43016,264,57,321,0.822429907,0.177570093,0.845597105,0.017490953,0.059107358,0.055488541
C43017,255,34,289,0.882352941,0.117647059,0.904015665,0.014691481,0.038197845,0.030362392
C43018,329,53,382,0.861256545,0.138743455,0.916109871,0.008908685,0.021529326,0.035634746
C43019,316,69,385,0.820779221,0.179220779,0.90073831,0.008203445,0.033634126,0.045939294
C43020,307,86,393,0.781170483,0.218829517,0.856153845,0.016153846,0.062307692,0.045384616
C43021,296,86,382,0.77486911,0.22513089,0.833557047,0.034899329,0.068456376,0.040939597
C43022,157,48,205,0.765853659,0.234146341,0.817160367,0.051072523,0.056179776,0.054136874
C43023,151,35,186,0.811827957,0.188172043,0.874865155,0.039913703,0.039913695,0.032362465
C43024,203,43,246,0.825203252,0.174796748,0.764003672,0.112029387,0.049586778,0.055096419
C43025,252,55,307,0.820846906,0.179153094,0.863791146,0.011350738,0.08399546,0.029511918
C43026,248,37,285,0.870175439,0.129824561,0.850144092,0.010086455,0.069164265,0.03314121
C43027,286,51,337,0.848664688,0.151335312,0.847328244,0.022900763,0.049618321,0.059796438
C43028,374,54,428,0.873831776,0.126168224,0.803198887,0.04659249,0.075104312,0.060500695
C43029,244,77,321,0.760124611,0.239875389,0.86808188,0.009097801,0.044730857,0.053070508
C43030,286,68,354,0.807909605,0.192090395,0.856472166,0.028839705,0.050972502,0.051643193
C43031,307,84,391,0.78516624,0.21483376,0.775075992,0.066869299,0.037993921,0.100303949
C43032,298,55,353,0.844192635,0.155807365,0.838200479,0.031570628,0.074190998,0.032359912
C43033,389,40,429,0.906759907,0.093240093,0.902777775,0.013888889,0.032407408,0.037037039
C43034,224,52,276,0.811594203,0.188405797,0.861079225,0.017221583,0.063145809,0.037887483
C43035,399,48,447,0.89261745,0.10738255,0.898021306,0.019786911,0.037290716,0.031202436
C43036,74,46,120,0.616666667,0.383333333,0.807017544,0.028822055,0.086466165,0.060150376
C43037,231,53,284,0.813380282,0.186619718,0.787009948,0.032182562,0.101228789,0.054417788
C43038,373,26,399,0.934837093,0.065162907,0.909255898,0.017241379,0.036297641,0.024500907
C43039,196,76,272,0.720588235,0.279411765,0.799187464,0.060650029,0.042367963,0.071967498
C43040,134,60,194,0.690721649,0.309278351,0.814462416,0.02188392,0.08372978,0.058991437
C43041,379,80,459,0.825708061,0.174291939,0.8162413,0.038051044,0.052436195,0.07099768
C43042,248,64,312,0.794871795,0.205128205,0.825882343,0.025098036,0.069019624,0.051764707
C43043,409,52,461,0.887201735,0.112798265,0.905468026,0.013901761,0.037071362,0.033364226
C43044,288,49,337,0.854599407,0.145400593,0.847842542,0.017411053,0.07342922,0.045420136
C43045,212,38,250,0.848,0.152,0.782376476,0.08144195,0.049399196,0.050734312
C43046,153,27,180,0.85,0.15,0.878453046,0.016574582,0.042817678,0.042817677
C44001,388,136,524,0.740458015,0.259541985,0.802955668,0.03886152,0.064039405,0.070060211
C44002,251,66,317,0.791798107,0.208201893,0.868839427,0.010333866,0.035771062,0.063593006
C44003,269,51,320,0.840625,0.159375,0.827882945,0.027538734,0.060240972,0.063683304
C44004,334,76,410,0.814634146,0.185365854,0.845008766,0.019264447,0.061295968,0.058668998
C44005,185,93,278,0.665467626,0.334532374,0.741544364,0.065730691,0.103382253,0.068283342
C44006,247,64,311,0.794212219,0.205787781,0.846290803,0.01602374,0.054599406,0.059347179
C44007,256,50,306,0.836601307,0.163398693,0.8538163,0.012936611,0.091849935,0.021992238
C44008,262,99,361,0.725761773,0.274238227,0.793589752,0.030769227,0.096794867,0.053846157
C44009,213,59,272,0.783088235,0.216911765,0.858730148,0.023809525,0.030952382,0.067460325
C44010,226,53,279,0.810035842,0.189964158,0.862844705,0.023222062,0.037735849,0.053701014
C44011,232,69,301,0.77076412,0.22923588,0.873779115,0.010518407,0.048084143,0.057099928
C44012,281,91,372,0.755376344,0.244623656,0.805734769,0.035125446,0.075268819,0.063082434
C44013,212,34,246,0.861788618,0.138211382,0.89661165,0.014769765,0.03475239,0.042571668
C44014,216,52,268,0.805970149,0.194029851,0.745275889,0.033257748,0.119425547,0.083900226
C44015,246,88,334,0.736526946,0.263473054,0.80445969,0.039451115,0.062607207,0.070325901
C44016,257,79,336,0.764880952,0.235119048,0.859685153,0.012320328,0.037645452,0.074606426
C44017,314,97,411,0.763990268,0.236009732,0.794261299,0.028693527,0.075702075,0.077533575
C44018,245,69,314,0.780254777,0.219745223,0.791475415,0.067540979,0.05114754,0.064262295
C44019,289,112,401,0.720698254,0.279301746,0.790516631,0.028308565,0.089879685,0.071479124
C44020,140,76,216,0.648148148,0.351851852,0.817030242,0.01548206,0.076002823,0.070372983
C44021,232,66,298,0.77852349,0.22147651,0.822548356,0.027351571,0.052701805,0.060707143
C44022,287,84,371,0.773584906,0.226415094,0.834105671,0.020389247,0.064874873,0.066728448
C44023,213,71,284,0.75,0.25,0.778702144,0.043261237,0.103161402,0.051580705
C44024,243,80,323,0.752321981,0.247678019,0.812148482,0.01912261,0.085489314,0.051743532
C44025,230,66,296,0.777027027,0.222972973,0.854792558,0.016452075,0.048640915,0.066523608
C44026,202,78,280,0.721428571,0.278571429,0.823489007,0.028846157,0.048076922,0.073489013
C44027,273,85,358,0.762569832,0.237430168,0.863483522,0.016139878,0.034969736,0.067921995
C44028,228,92,320,0.7125,0.2875,0.697594515,0.087972501,0.092096222,0.096907209
C44029,225,79,304,0.740131579,0.259868421,0.859125605,0.021512837,0.043719642,0.056904926
C44030,241,84,325,0.741538462,0.258461538,0.894663891,0.009009009,0.025641026,0.052668057
C44031,188,55,243,0.773662551,0.226337449,0.854545461,0.033566431,0.025874126,0.067132863
C44032,244,86,330,0.739393939,0.260606061,0.850110616,0.022123894,0.035398234,0.069137167
C44033,176,79,255,0.690196078,0.309803922,0.841317359,0.025449103,0.047904196,0.06212575
C44034,268,96,364,0.736263736,0.263736264,0.773538982,0.032467527,0.0965909,0.078733759
C44035,355,89,444,0.79954955,0.20045045,0.826219503,0.033536588,0.068597566,0.05030488
C44036,222,64,286,0.776223776,0.223776224,0.854283923,0.020637899,0.048155097,0.061913698
C44037,244,95,339,0.719764012,0.280235988,0.812652079,0.032441197,0.062449305,0.068937548
C44038,212,56,268,0.791044776,0.208955224,0.860887096,0.01612903,0.049059143,0.052419354
C44039,229,49,278,0.823741007,0.176258993,0.84056827,0.018942385,0.06235201,0.059194952
C44040,230,70,300,0.766666667,0.233333333,0.874442781,0.019316497,0.043090641,0.046062411
C44041,258,82,340,0.758823529,0.241176471,0.763569941,0.0631524,0.080897701,0.066283924
C45001,140,121,261,0.536398467,0.463601533,0.577283372,0.021077285,0.050351286,0.340749411
C45002,151,132,283,0.533568905,0.466431095,0.449856722,0.036294175,0.053486153,0.430754547
C45003,176,118,294,0.598639456,0.401360544,0.613751254,0.047522749,0.048533874,0.269969676
C45004,229,179,408,0.56127451,0.43872549,0.648535565,0.028451883,0.021757322,0.277824268
C45005,236,142,378,0.624338624,0.375661376,0.707465275,0.054687502,0.039930557,0.174479166
C45006,281,164,445,0.631460674,0.368539326,0.718625102,0.040767385,0.038369303,0.176658674
C45007,281,203,484,0.580578512,0.419421488,0.623050848,0.018305085,0.073220339,0.25559322
C45008,164,164,328,0.5,0.5,0.434103255,0.034646739,0.063858696,0.44565218
C45009,169,161,330,0.512121212,0.487878788,0.444444447,0.010043942,0.03829253,0.489014436
C45010,188,201,389,0.483290488,0.516709512,0.490138786,0.018991965,0.03798393,0.430971513
C45011,117,141,258,0.453488372,0.546511628,0.606016146,0.03081438,0.041819515,0.292002932
C45012,164,156,320,0.5125,0.4875,0.526627212,0.024408284,0.044378699,0.38165681
C45013,193,158,351,0.54985755,0.45014245,0.559959348,0.012195122,0.036585366,0.373983741
C45014,262,162,424,0.617924528,0.382075472,0.581144465,0.018292683,0.061913696,0.307692308
C45015,268,202,470,0.570212766,0.429787234,0.657808917,0.010438315,0.02408842,0.272334664
C45016,194,124,318,0.610062893,0.389937107,0.674418605,0.015813954,0.047441861,0.222325581
C45017,235,141,376,0.625,0.375,0.775056005,0.004413101,0.058841342,0.149921284
C45018,209,147,356,0.587078652,0.412921348,0.672611462,0.003184713,0.047133759,0.26624204
C45019,112,62,174,0.643678161,0.356321839,0.757719708,0.023752969,0.090261285,0.108076014
C45020,126,95,221,0.570135747,0.429864253,0.660034603,0.012110727,0.077854672,0.237889272
C45021,206,127,333,0.618618619,0.381381381,0.715167547,0.007054674,0.064373897,0.199294535
C45022,201,123,324,0.62037037,0.37962963,0.67882586,0.012787493,0.070132166,0.217192735
C45023,223,137,360,0.619444444,0.380555556,0.73510467,0.003220612,0.065217389,0.184380035
C45024,192,133,325,0.590769231,0.409230769,0.683881732,0.015648212,0.093643711,0.171357065
C45025,173,112,285,0.607017544,0.392982456,0.697095436,0.022130014,0.078838174,0.192254495
C45026,113,78,191,0.591623037,0.408376963,0.70962733,0.001552795,0.100931678,0.172360247
C45027,187,128,315,0.593650794,0.406349206,0.744140633,0.000976563,0.106445329,0.132812478
C45028,167,107,274,0.609489051,0.390510949,0.688811194,0.008741259,0.04895105,0.238636357
C45029,141,85,226,0.623893805,0.376106195,0.781716408,0.008395522,0.061567163,0.129664191
C45030,183,122,305,0.6,0.4,0.384984026,0.012779553,0.274760384,0.306709265
C45031,182,107,289,0.629757785,0.370242215,0.543520308,0.011605416,0.104448744,0.291102515
C45032,187,134,321,0.582554517,0.417445483,0.480540111,0.011914218,0.147736298,0.328038126
C45033,150,86,236,0.63559322,0.36440678,0.531736527,0.004790419,0.216766467,0.22994012
C45034,220,149,369,0.596205962,0.403794038,0.57365439,0.01062323,0.10977337,0.276912182
C45035,257,165,422,0.609004739,0.390995261,0.628978229,0.019262981,0.116415411,0.211055273
C45036,240,160,400,0.6,0.4,0.728181816,0.013636364,0.08,0.162727274
C45037,201,124,325,0.618461538,0.381538462,0.578322786,0.019778481,0.136867088,0.23971519
C45038,173,115,288,0.600694444,0.399305556,0.622019636,0.007012623,0.100280506,0.25666199
C45039,197,127,324,0.608024691,0.391975309,0.726690393,0.009964413,0.081850529,0.155160145
C45040,238,125,363,0.655647383,0.344352617,0.74225122,0.005709625,0.057096249,0.181892335
C45041,207,132,339,0.610619469,0.389380531,0.702678571,0.010714285,0.070535721,0.194642853
C45042,254,145,399,0.636591479,0.363408521,0.772406842,0.003021148,0.038267877,0.172205442
C45043,250,177,427,0.585480094,0.414519906,0.790909106,0.00909091,0.0590909,0.119090905
C45044,245,133,378,0.648148148,0.351851852,0.814508726,0.004591368,0.061524334,0.110192836
C45045,140,103,243,0.576131687,0.423868313,0.753865979,0.007731959,0.043814433,0.182989691
C45046,158,105,263,0.600760456,0.399239544,0.735810113,0.014447884,0.086687307,0.147574819
C45047,164,120,284,0.577464789,0.422535211,0.739514104,0.001178948,0.101233178,0.14864219
C45048,197,95,292,0.674657534,0.325342466,0.826078224,0.001096491,0.066631223,0.095283974
C46001,174,137,311,0.559485531,0.440514469,0.425036377,0.352256193,0.033478898,0.155021839
C46002,207,122,329,0.629179331,0.370820669,0.470407379,0.272867025,0.041506533,0.180630284
C46003,353,104,457,0.772428884,0.227571116,0.800296956,0.064587973,0.05790646,0.057906459
C46004,235,132,367,0.640326975,0.359673025,0.488815246,0.177299091,0.150787072,0.164871582
C46005,221,76,297,0.744107744,0.255892256,0.846297448,0.028002489,0.038581206,0.070939641
C46006,184,131,315,0.584126984,0.415873016,0.308823543,0.291666658,0.196691179,0.183210777
C46007,352,140,492,0.715447154,0.284552846,0.747068677,0.086264657,0.066164154,0.077889447
