ID,RO_E15,RO_G15,RO_TOTAL,P_RO_E15,P_RO_G15,PER_WHITE,PER_BLACK,PER_ASIAN,PER_HISP
C13011,218,148,366,0.595628415,0.404371585,0.595789466,0.010526315,0.013684214,0.372631582
C13012,145,140,285,0.50877193,0.49122807,0.291700903,0.01561216,0.017255545,0.659819233
C13013,139,173,312,0.445512821,0.554487179,0.308361731,0.007600845,0.002171687,0.675351579
C13014,130,141,271,0.479704797,0.520295203,0.272848579,0.017344889,0.010006671,0.695797193
C13015,240,198,438,0.547945205,0.452054795,0.215376784,0.007637475,0.010692464,0.762729122
C13016,108,129,237,0.455696203,0.544303797,0.153846155,0.020833333,0,0.820512821
C13017,149,112,261,0.570881226,0.429118774,0.464387478,0.024691357,0.000949667,0.499525156
C13018,148,95,243,0.609053498,0.390946502,0.627906932,0.001223992,7.98E-09,0.362301137
C13019,121,201,322,0.375776398,0.624223602,0.065999997,0.103999997,0.014999996,0.81100001
C13020,123,71,194,0.634020619,0.365979381,0.666666682,0,0.004444444,0.319999987
C13021,247,124,371,0.665768194,0.334231806,0.731813234,0.003257329,0.007600437,0.24864279
C13022,220,133,353,0.623229462,0.376770538,0.63553531,0.003416857,0.007972666,0.350797263
C13023,104,129,233,0.446351931,0.553648069,0.179186237,0.017214409,0,0.802034409
C13024,157,132,289,0.543252595,0.456747405,0.245145626,0.007281555,0.007281552,0.735436898
C13025,156,151,307,0.508143322,0.491856678,0.314616015,0.036333605,0.008257642,0.62180017
C13026,204,106,310,0.658064516,0.341935484,0.420731669,0.011517615,0.007452577,0.543360527
C13027,187,120,307,0.609120521,0.390879479,0.534246584,0.007827789,0.002935421,0.449119365
C13028,112,140,252,0.444444444,0.555555556,0.158341196,0.018850141,0.005655043,0.80772855
C13029,112,136,248,0.451612903,0.548387097,0.270010669,0.002134472,0.001067236,0.723585915
C13030,104,129,233,0.446351931,0.553648069,0.097333173,0.025351643,0,0.874597785
C13031,199,126,325,0.612307692,0.387692308,0.642642663,0.004004003,0.007007,0.331331321
C13032,180,97,277,0.649819495,0.350180505,0.692634567,0,0.008498585,0.297450418
C13033,189,105,294,0.642857143,0.357142857,0.618404909,0.001226994,0.003680981,0.371779141
C13034,184,175,359,0.512534819,0.487465181,0.129581159,0.009162312,0.007853402,0.849476424
C13035,126,155,281,0.448398577,0.551601423,0.163132144,0.005709625,0.000815661,0.827895587
C13036,74,95,169,0.437869822,0.562130178,0.187782788,0.029411768,0.01809954,0.761312239
C13037,186,147,333,0.558558559,0.441441441,0.235897407,0.104615285,0.007179487,0.633846283
C13038,171,112,283,0.604240283,0.395759717,0.625000008,2.63E-10,1.34E-13,0.373529404
C13039,147,163,310,0.474193548,0.525806452,0.215044229,0.002654869,0.00619469,0.771681434
C13040,149,105,254,0.586614173,0.413385827,0.287991474,0.01062699,0.0021254,0.693942637
C13041,128,156,284,0.450704225,0.549295775,0.08483291,0.036632389,0.007712087,0.869537266
C13042,192,118,310,0.619354839,0.380645161,0.742749055,0.001261034,0.007566204,0.244640604
C13043,193,135,328,0.588414634,0.411585366,0.380561266,0.012626434,0.0153321,0.577049986
C13044,310,99,409,0.75794621,0.24205379,0.115931715,0.022759602,0.007823614,0.850640118
C13045,208,94,302,0.688741722,0.311258278,0.462171237,0.017269754,0.002467107,0.508223561
C13046,139,218,357,0.389355742,0.610644258,0.141485277,0.010883483,0.013444303,0.823303456
C13047,142,171,313,0.453674121,0.546325879,0.106599601,0.03440526,0.006142495,0.849781396
C13048,197,86,283,0.696113074,0.303886926,0.696741856,0.001253133,0.005012531,0.294486214
C14001,246,170,416,0.591346154,0.408653846,0.683209004,0.001908422,0.007633689,0.298660989
C14002,155,266,421,0.368171021,0.631828979,0.216675245,0.004117344,0.025218734,0.750900669
C14003,75,220,295,0.254237288,0.745762712,0.052754435,0.01073763,0.007936508,0.926704014
C14004,194,127,321,0.604361371,0.395638629,0.676179368,0,0.001968577,0.319883478
C14005,88,284,372,0.23655914,0.76344086,0.035390946,0.065569274,0.002194787,0.894375857
C14006,42,104,146,0.287671233,0.712328767,0.038729667,0.005422153,0,0.9535244
C14007,92,234,326,0.282208589,0.717791411,0.172711572,0.003454231,0.005613126,0.812607945
C14008,81,222,303,0.267326733,0.732673267,0.213436929,0.011425959,0.003199269,0.766453382
C14009,202,158,360,0.561111111,0.438888889,0.529002988,0.003093615,0.00541361,0.453982446
C14010,72,148,220,0.327272727,0.672727273,0.090282131,0.00815047,0.066457682,0.831347962
C14011,55,116,171,0.321637427,0.678362573,0.034361851,0.011921459,0.004908836,0.946704067
C14012,128,184,312,0.41025641,0.58974359,0.267150395,0.007915567,0.022427441,0.694591029
C14013,88,150,238,0.369747899,0.630252101,0.171983358,0.018030512,0.0332871,0.772538142
C14014,75,198,273,0.274725275,0.725274725,0.048502741,0.020666385,0.001265289,0.92619148
C14015,76,226,302,0.251655629,0.748344371,0.046718973,0.018188302,0.005349501,0.927603424
C14016,74,153,227,0.325991189,0.674008811,0.1025641,0.004985756,0.130341895,0.759971497
C14017,77,180,257,0.299610895,0.700389105,0.054734538,0.010946908,0.007662835,0.925013682
C14018,56,80,136,0.411764706,0.588235294,0.346002621,0.020969856,0.022280472,0.606815203
C14019,59,215,274,0.215328467,0.784671533,0.06195122,0.011707317,0.00097561,0.922926829
C14020,53,138,191,0.277486911,0.722513089,0.103006681,0.01169265,0.025612472,0.853563475
C14021,52,237,289,0.179930796,0.820069204,0.060545906,0.008436725,0.00248139,0.927543424
C14022,147,184,331,0.444108761,0.555891239,0.506525457,0.019578378,0.009538185,0.459337882
C14023,138,125,263,0.524714829,0.475285171,0.451973665,0.000857647,0.013722345,0.527442817
C14024,235,171,406,0.578817734,0.421182266,0.636362959,0,0.003710323,0.351577722
C14025,34,154,188,0.180851064,0.819148936,0.073453606,0.005154641,0.012242267,0.905927837
C14026,33,159,192,0.171875,0.828125,0.045573599,0.004190677,1.28E-10,0.949188055
C14027,108,159,267,0.404494382,0.595505618,0.232504337,0.019086177,0.019664548,0.721226141
C14028,92,142,234,0.393162393,0.606837607,0.195571956,0.004920049,0.004305043,0.787822878
C14029,73,183,256,0.28515625,0.71484375,0.043409211,0.039174166,0.004235045,0.910005294
C14030,29,126,155,0.187096774,0.812903226,0.052997859,0.005353319,0.000535332,0.938436832
C14031,33,142,175,0.188571429,0.811428571,0.067618332,0.012021035,0.044327574,0.874530429
C15001,57,280,337,0.169139466,0.830860534,0.033707865,0.009583609,0.006609385,0.94580304
C15002,105,67,172,0.610465116,0.389534884,0,0.979700854,0.001068376,0.010683761
C15003,100,84,184,0.543478261,0.456521739,0.003707136,0.896200185,0,0.081556997
C15004,68,272,340,0.2,0.8,0.065813529,0.01023766,0.009140768,0.913345521
C15005,47,228,275,0.170909091,0.829090909,0.040885336,0.039963112,0.009529665,0.902858899
C15006,73,230,303,0.240924092,0.759075908,0.09738104,0.004057543,0.004795279,0.88897086
C15007,121,104,225,0.537777778,0.462222222,0.005576208,0.956319701,0,0.018587361
C15008,63,270,333,0.189189189,0.810810811,0.060715578,0.008673654,0.005782436,0.923021321
C15009,68,318,386,0.176165803,0.823834197,0.061706524,0.019486271,0.0171243,0.897254207
C15010,86,287,373,0.230563003,0.769436997,0.090630742,0.010104103,0.041641151,0.85425597
C15011,74,266,340,0.217647059,0.782352941,0.084329122,0.029702971,0.026630249,0.854899283
C15012,89,301,390,0.228205128,0.771794872,0.087104774,0.004959702,0.018288903,0.883446993
C15013,46,212,258,0.178294574,0.821705426,0.041874086,0.035431918,0.00204978,0.915959004
C15014,30,199,229,0.131004367,0.868995633,0.028606583,0.056290372,0.003691172,0.905567518
C15015,48,176,224,0.214285714,0.785714286,0.029110155,0.06549785,0.003969567,0.897452861
C15016,77,233,310,0.248387097,0.751612903,0.036044362,0.118299446,0.004158965,0.836414048
C15017,138,93,231,0.597402597,0.402597403,0.008009153,0.948512585,0,0.034324943
C15018,105,94,199,0.527638191,0.472361809,0.003384095,0.96277496,0,0.024534685
C15019,89,175,264,0.337121212,0.662878788,0.060790274,0.175278622,0.002026342,0.758865248
C15020,90,90,180,0.5,0.5,0.006072874,0.962550607,1.09E-10,0.021255061
C15021,108,79,187,0.577540107,0.422459893,0.00257732,0.925257733,0.00128866,0.067010308
C15022,107,95,202,0.52970297,0.47029703,0.003499563,0.982502186,0,0.002624672
C15023,133,83,216,0.615740741,0.384259259,0.004878049,0.924390244,0.000813008,0.062601626
C15024,92,97,189,0.486772487,0.513227513,0.000917431,0.979816514,0,0.006422018
C16001,65,246,311,0.209003215,0.790996785,0.049248121,0.030451123,0.002631579,0.912030079
C16002,131,88,219,0.598173516,0.401826484,0.002539682,0.734603176,0,0.253968253
C16003,134,75,209,0.641148325,0.358851675,0.002034588,0.92878942,0,0.05595117
C16004,123,103,226,0.544247788,0.455752212,0.019930676,0.894280759,0.000866551,0.054592723
C16005,97,88,185,0.524324324,0.475675676,0,0.950354609,0.004432624,0.024822696
C16006,111,96,207,0.536231884,0.463768116,0.006410256,0.939560439,0,0.046703298
C16007,101,121,222,0.454954955,0.545045045,0.015564203,0.612840461,0.000648508,0.362516218
C16008,80,52,132,0.606060606,0.393939394,0.008228196,0.633022486,0,0.350521122
C16009,147,98,245,0.6,0.4,0.000792393,0.964342314,0.000792393,0.019017433
C16010,129,88,217,0.594470046,0.405529954,0.009367682,0.948477752,0.00156128,0.032786885
C16011,104,123,227,0.45814978,0.54185022,0.017987634,0.569983135,0,0.406408096
C16012,103,75,178,0.578651685,0.421348315,0.009040334,0.759388042,0,0.2232267
C16013,78,138,216,0.361111111,0.638888889,0.020009307,0.260120985,0.00511866,0.710563055
C16014,107,78,185,0.578378378,0.421621622,0.007915568,0.976253298,0.000879508,0.012313104
C16015,162,90,252,0.642857143,0.357142857,0.003037206,0.96279423,0.002277904,0.028853455
C16016,143,113,256,0.55859375,0.44140625,0.003831418,0.981800766,0,0.012452107
C16017,88,140,228,0.385964912,0.614035088,0.021415269,0.318901303,0.009310987,0.637802608
C16018,111,139,250,0.444,0.556,0.02163624,0.675456392,0,0.29817444
C16019,92,98,190,0.484210526,0.515789474,0.019808743,0.790983607,0,0.183060109
C16020,130,76,206,0.631067961,0.368932039,0.004048583,0.950404859,0,0.02834008
C16021,100,86,186,0.537634409,0.462365591,0.012975779,0.923010381,0.011245675,0.038927336
C16022,106,92,198,0.535353535,0.464646465,0.01010101,0.847811451,0.002693602,0.129966327
C16023,60,165,225,0.266666667,0.733333333,0.023209284,0.155662266,0.00120048,0.81832733
C16024,86,65,151,0.569536424,0.430463576,0.001355013,0.944444448,0,0.047425472
C16025,150,99,249,0.602409639,0.397590361,1.21E-10,0.982173171,0,0.010186757
C16026,123,96,219,0.561643836,0.438356164,0.005474452,0.979927008,0,0.003649635
C16027,106,83,189,0.560846561,0.439153439,0.001702128,0.98212766,0,0.012765957
C16028,160,117,277,0.577617329,0.422382671,0.002895753,0.969111969,0.001930502,0.006756757
C16029,109,90,199,0.547738693,0.452261307,0.004240882,0.972010178,0,0.01187447
C16030,122,87,209,0.583732057,0.416267943,0.000834028,0.971643035,0.000834028,0.011676398
C16031,154,92,246,0.62601626,0.37398374,0,0.969302326,0.000930233,0.014883721
C16032,60,174,234,0.256410256,0.743589744,0.040370059,0.166526493,0.001682086,0.785113541
C16033,134,101,235,0.570212766,0.429787234,0.003412969,0.974402731,0,0.011945392
C16034,129,80,209,0.61722488,0.38277512,0.002669039,0.973309608,0,0.010676157
C16035,72,148,220,0.327272727,0.672727273,0.028401122,0.313113604,0.001051894,0.64516129
C16036,116,72,188,0.617021277,0.382978723,0.002566296,0.97005988,0,0.005988024
C17001,78,181,259,0.301158301,0.698841699,0.060459493,0.213422027,0.006045949,0.712817392
C17002,128,109,237,0.540084388,0.459915612,0.001422475,0.992887624,0,0.004267425
C17003,129,97,226,0.57079646,0.42920354,0.02828746,0.918195717,0,0.051223245
C17004,196,104,300,0.653333333,0.346666667,0,0.986404833,0.003021148,0.003776435
C17005,128,101,229,0.558951965,0.441048035,0.005518763,0.955849891,0.001103753,0.023178809
C17006,114,110,224,0.508928571,0.491071429,0.02822086,0.754601226,0.003067484,0.203067485
C17007,62,119,181,0.342541436,0.657458564,0.036417322,0.377460631,0.000492126,0.577755905
C17008,123,108,231,0.532467532,0.467532468,0.023225806,0.846451618,0.000645161,0.115483866
C17009,147,116,263,0.558935361,0.441064639,0.008737093,0.963463066,0.002382844,0.010325655
C17010,158,120,278,0.568345324,0.431654676,0.002446982,0.970636215,0,0.024469821
C17011,130,87,217,0.599078341,0.400921659,0.003567182,0.951248516,0,0.030915572
C17012,102,166,268,0.380597015,0.619402985,0.066528926,0.360330579,0.004545455,0.559917355
C17013,123,84,207,0.594202899,0.405797101,0.010204082,0.970116618,0.000728863,0.002186589
C17014,124,138,262,0.473282443,0.526717557,0.066140178,0.35538006,0.004442251,0.56663376
C17015,137,123,260,0.526923077,0.473076923,0.005215124,0.973272491,0,0.006518905
C17016,97,129,226,0.42920354,0.57079646,0.058910891,0.46930693,0.002475248,0.455445546
C17017,134,100,234,0.572649573,0.427350427,0.033829499,0.824086603,0.01285521,0.113667118
C17018,181,114,295,0.613559322,0.386440678,0,0.995407573,0.001148106,0.001148106
C17019,80,62,142,0.563380282,0.436619718,0.002921129,0.976630964,0,0.006815969
C17020,196,147,343,0.571428571,0.428571429,0.002757353,0.976102942,0.000919118,0.008272058
C17021,200,153,353,0.566572238,0.433427762,0.002066116,0.965909091,0.007231405,0.004132232
C17022,147,129,276,0.532608696,0.467391304,0.004135649,0.978494623,0.00165426,0.009098429
C17023,98,79,177,0.553672316,0.446327684,0.002290951,0.97250859,0,0.01489118
C17024,192,108,300,0.64,0.36,0.004329004,0.975757576,0,0.006926407
C17025,117,85,202,0.579207921,0.420792079,0.089788727,0.808978867,0.004401409,0.083626771
C17026,191,122,313,0.610223642,0.389776358,0.003866976,0.957463264,0,0.023975251
C17027,137,99,236,0.580508475,0.419491525,0.002518892,0.974811083,0.006717045,0.01427372
C17028,117,94,211,0.55450237,0.44549763,0.001945525,0.983463035,0,0.007782101
C17029,142,78,220,0.645454545,0.354545455,0.002926116,0.964155084,0,0.018288222
C17030,87,141,228,0.381578947,0.618421053,0.092039801,0.19278607,0.003109453,0.710820896
C17031,105,85,190,0.552631579,0.447368421,0.003131524,0.971816284,0,0.013569937
C17032,112,63,175,0.64,0.36,0.001048218,0.973794551,0,0.012578617
C17033,93,72,165,0.563636364,0.436363636,0.008333333,0.950925926,0.000925926,0.027777778
C17034,105,83,188,0.558510638,0.441489362,0.001270648,0.980940276,0,0.01524778
C17035,114,81,195,0.584615385,0.415384615,0.002678572,0.986607142,0,0.00625
C17036,163,132,295,0.552542373,0.447457627,0.005263159,0.95263158,0.004210526,0.033684209
C17037,132,87,219,0.602739726,0.397260274,0,0.952941178,0,0.032679738
C17038,170,118,288,0.590277778,0.409722222,0.000782473,0.984350548,0,0.006259781
C17039,146,117,263,0.55513308,0.44486692,0.014298481,0.949955318,0,0.024128686
C17040,147,109,256,0.57421875,0.42578125,0.007909603,0.978531074,0,0.003389831
C17041,202,109,311,0.649517685,0.350482315,0.000869567,0.985217391,0.000869565,0.006086957
C18001,108,123,231,0.467532468,0.532467532,0.07136715,0.537403276,0.000859845,0.373172825
C18002,108,164,272,0.397058824,0.602941176,0.114424829,0.167985386,0.00912964,0.69628729
C18003,145,176,321,0.451713396,0.548286604,0.367584746,0.203389831,0.004237288,0.412076271
C18004,156,158,314,0.496815287,0.503184713,0.04415274,0.908114565,0.009546538,0.029832935
C18005,141,61,202,0.698019802,0.301980198,0.003880985,0.948253553,0,0.037516171
C18006,162,111,273,0.593406593,0.406593407,0.389006343,0.238900634,0.014799154,0.347780127
C18007,158,139,297,0.531986532,0.468013468,0.145973887,0.556843944,0.001748382,0.284943498
C18008,166,146,312,0.532051282,0.467948718,0.095424833,0.847058832,0.00130719,0.04705882
C18009,176,133,309,0.569579288,0.430420712,0.062976687,0.881648132,0.005428121,0.03257573
C18010,215,179,394,0.545685279,0.454314721,0.055746309,0.889645496,0.007963703,0.040956374
C18011,128,127,255,0.501960784,0.498039216,0.167259784,0.301601429,0.002669039,0.527580068
C18012,161,112,273,0.58974359,0.41025641,0.035410763,0.888101986,0.007082153,0.059490085
C18013,156,162,318,0.490566038,0.509433962,0.091658081,0.75077242,0.007209062,0.131822847
C18014,163,136,299,0.545150502,0.454849498,0.043778813,0.876728113,0.003456221,0.049539167
C18015,131,189,320,0.409375,0.590625,0.153321976,0.310618966,0.017035775,0.501987507
C18016,166,130,296,0.560810811,0.439189189,0.035407728,0.898068667,0.001072961,0.053648067
C18017,153,159,312,0.490384615,0.509615385,0.107959024,0.39164698,0.003152088,0.49093773
C18018,170,109,279,0.609318996,0.390681004,0.036223916,0.935236019,0.001097694,0.019758502
C18019,178,127,305,0.583606557,0.416393443,0.001430615,0.987124465,1.08E-11,0.005722462
C18020,148,103,251,0.589641434,0.410358566,0.0013947,0.976290098,0.002789401,0.016736401
C18021,194,187,381,0.509186352,0.490813648,0.071955719,0.811808102,0.001845018,0.101476032
C18022,202,154,356,0.56741573,0.43258427,0.016229717,0.920099869,0.002496882,0.047440699
C18023,139,131,270,0.514814815,0.485185185,0.050831794,0.6728281,0.001848429,0.26062846
C18024,124,164,288,0.430555556,0.569444444,0.283365883,0.04585912,0.006844767,0.650240993
C18025,122,182,304,0.401315789,0.598684211,0.322134384,0.056653491,0.015151516,0.603425564
C18026,199,165,364,0.546703297,0.453296703,0.056437974,0.910278006,0,0.017457427
C18027,119,107,226,0.526548673,0.473451327,0.064849624,0.70018797,0.004699248,0.226503759
C18028,154,140,294,0.523809524,0.476190476,0.426168305,0.110279288,0.002803755,0.434580447
C18029,154,154,308,0.5,0.5,0.130649137,0.420706639,0.013147083,0.426458521
C18030,155,172,327,0.474006116,0.525993884,0.266334785,0.038581208,0.016179215,0.668948351
C18031,130,170,300,0.433333333,0.566666667,0.031333932,0.607878243,0,0.352730529
C18032,189,125,314,0.601910828,0.398089172,0.002656042,0.948207172,0.005312085,0.015936254
C18033,126,112,238,0.529411765,0.470588235,0.0099889,0.928967817,0,0.042175358
C18034,236,169,405,0.582716049,0.417283951,0.077206423,0.881829478,0.001294691,0.029318698
C18035,204,164,368,0.554347826,0.445652174,0.070617908,0.860025222,0,0.056746531
C18036,147,146,293,0.501706485,0.498293515,0.207780723,0.379310348,0.012378426,0.392572943
C18037,178,180,358,0.497206704,0.502793296,0.0836197,0.822451321,0.001145475,0.079037798
C18038,158,136,294,0.537414966,0.462585034,0.008275862,0.968275862,4.72E-12,0.009655172
C18039,110,100,210,0.523809524,0.476190476,0.054986022,0.629077342,0.002795899,0.296365342
C18040,151,200,351,0.43019943,0.56980057,0.202239328,0.216934919,0.023792862,0.552834151
C18041,204,153,357,0.571428571,0.428571429,0.038680319,0.898748576,0.002275311,0.052332198
C18042,143,106,249,0.574297189,0.425702811,0.07369323,0.635818337,0.002570694,0.281919453
C18043,96,145,241,0.398340249,0.601659751,0.252617358,0.081604063,0.007061871,0.635177741
C18044,144,143,287,0.50174216,0.49825784,0.376893942,0.081439395,0.011363637,0.519886359
C18045,108,178,286,0.377622378,0.622377622,0.071165646,0.175460131,0.007361964,0.742944775
C18046,144,197,341,0.42228739,0.57771261,0.218879057,0.074336285,0.004129793,0.697345131
C18047,100,98,198,0.505050505,0.494949495,0.054450259,0.764397912,0.011518325,0.160209421
C18048,125,93,218,0.573394495,0.426605505,0.035827186,0.898840886,0.002107481,0.043203374
C18049,101,94,195,0.517948718,0.482051282,0.036929059,0.794946547,0.001943635,0.164237124
C18050,126,92,218,0.577981651,0.422018349,0.041284404,0.835779816,0.01559633,0.1
C19001,228,92,320,0.7125,0.2875,0.909823004,0.029179304,0.001326332,0.054366031
C19002,306,180,486,0.62962963,0.37037037,0.36499603,0.556405412,0.006462291,0.046287105
C19003,168,114,282,0.595744681,0.404255319,0.944444444,0,0.002777778,0.050000001
C19004,248,159,407,0.609336609,0.390663391,0.917835257,0.022409426,0.00466863,0.053219234
C19005,247,148,395,0.625316456,0.374683544,0.586821686,0.331459976,0.002476838,0.054473113
C19006,196,183,379,0.517150396,0.482849604,0.909283493,0.015121004,0.008641154,0.063714255
C19007,212,128,340,0.623529412,0.376470588,0.832312059,0.096696159,0.006120255,0.051407657
C19008,222,187,409,0.542787286,0.457212714,0.88729508,0.01536885,0.005122951,0.082991806
C19009,166,87,253,0.656126482,0.343873518,0.648644071,0.185269695,0.020796771,0.122521902
C19010,256,153,409,0.62591687,0.37408313,0.625134226,0.286788439,0.00859291,0.054779808
C19011,246,143,389,0.632390746,0.367609254,0.944442834,0.001111185,0.00333354,0.048890081
C19012,178,119,297,0.599326599,0.400673401,0.909090898,1.03E-08,0.001280411,0.083226632
C19013,212,190,402,0.527363184,0.472636816,0.099031216,0.849300325,0.001076426,0.012917115
C19014,244,138,382,0.638743455,0.361256545,0.572380928,0.372380976,0.005714286,0.036190476
C19015,258,219,477,0.540880503,0.459119497,0.879363213,0.015181451,0.012782937,0.07988756
C19016,226,156,382,0.591623037,0.408376963,0.913577784,0.00886725,0.00775149,0.06537232
C19017,173,128,301,0.574750831,0.425249169,0.917414699,0.012903954,0.003871186,0.055486998
C19018,187,131,318,0.588050314,0.411949686,0.752762434,0.191988947,0.002762432,0.045580107
C19019,279,181,460,0.606521739,0.393478261,0.74003984,0.202191235,0.008964144,0.030876494
C19020,184,137,321,0.573208723,0.426791277,0.306317451,0.619784596,0.002383809,0.05244368
C19021,200,130,330,0.606060606,0.393939394,0.868586863,0.027902792,0.013501351,0.073807377
C19022,223,164,387,0.57622739,0.42377261,0.671550763,0.245421141,0.012210014,0.054945064
C19023,235,140,375,0.626666667,0.373333333,0.912075023,0.031653003,0.007033997,0.042203979
C19024,182,113,295,0.616949153,0.383050847,0.935997637,0,0.001600074,0.060802214
C19025,228,111,339,0.672566372,0.327433628,0.720642767,0.199011129,0.007416563,0.048207661
C19026,247,97,344,0.718023256,0.281976744,0.813299209,0.115089536,0.002557545,0.066496161
C19027,176,163,339,0.519174041,0.480825959,0.395077716,0.502590678,0.010362694,0.054404145
C19028,206,184,390,0.528205128,0.471794872,0.11064278,0.836670182,0.002107482,0.024236038
C19029,186,157,343,0.542274052,0.457725948,0.85714286,0.007326008,0.005494506,0.118131864
C19030,203,116,319,0.636363636,0.363636364,0.919584726,0.005587455,0.003339254,0.065901111
C19031,186,125,311,0.59807074,0.40192926,0.755555556,0.187499996,0.00138889,0.036111112
C19032,190,126,316,0.601265823,0.398734177,0.864146618,0.050315775,0.005031647,0.072957891
C19033,200,156,356,0.561797753,0.438202247,0.929752058,0.003099174,0.005165289,0.051652901
C19034,228,111,339,0.672566372,0.327433628,0.838801709,0.118402287,0.007132666,0.017118404
C19035,199,113,312,0.637820513,0.362179487,0.704245974,0.215226941,0.010248902,0.054172767
C19036,233,173,406,0.573891626,0.426108374,0.274158922,0.652111659,0.002863279,0.035075162
C19037,175,175,350,0.5,0.5,0.507594911,0.415189901,0.011392405,0.054430378
C19038,174,128,302,0.57615894,0.42384106,0.327455931,0.608312329,0.010075567,0.03904282
C19039,48,39,87,0.551724138,0.448275862,0.105007635,0.839310881,0.001642419,0.031152372
C19040,222,154,376,0.590425532,0.409574468,0.645398772,0.266257672,0.009815951,0.055214723
C19041,190,144,334,0.568862275,0.431137725,0.925438601,0.006578948,0.005482451,0.047149123
C19042,153,131,284,0.538732394,0.461267606,0.437677056,0.48725212,0.014164307,0.032577904
C19043,236,190,426,0.55399061,0.44600939,0.063041765,0.884160755,0.012608353,0.025216707
C19044,241,152,393,0.613231552,0.386768448,0.939338236,1.25E-09,0.001838236,0.048713235
C19045,207,141,348,0.594827586,0.405172414,0.848945259,0.047865354,0.007447337,0.076596065
C19046,257,120,377,0.681697613,0.318302387,0.935329336,0.017964071,0.003592814,0.039520964
C19047,258,231,489,0.527607362,0.472392638,0.27749793,0.655946241,0.003752478,0.033451604
C19048,209,138,347,0.602305476,0.397694524,0.034642036,0.928406464,0.002309469,0.013856813
C19049,232,203,435,0.533333333,0.466666667,0.209809314,0.728616603,0.004560249,0.036488924
C19050,150,121,271,0.553505535,0.446494465,0.734620039,0.21471651,0.002412545,0.038600725
C19051,292,121,413,0.707021792,0.292978208,0.925281475,0.024564994,0.003070624,0.037871034
C19052,201,189,390,0.515384615,0.484615385,0.881072921,0.019264204,0.002512431,0.088775229
C19053,207,125,332,0.623493976,0.376506024,0.848964507,0.100254914,0.001302115,0.042967913
C19054,146,133,279,0.523297491,0.476702509,0.901249996,0.0075,0.005,0.080000003
C19055,191,123,314,0.608280255,0.391719745,0.889673166,0.024644988,0.004695135,0.073944432
C19056,254,130,384,0.661458333,0.338541667,0.619837743,0.320933099,0.001377466,0.04407745
C19057,171,132,303,0.564356436,0.435643564,0.58079265,0.324695157,0.007621951,0.065548777
C20001,114,102,216,0.527777778,0.472222222,0.009916095,0.961098396,0,0.008390542
C20002,75,41,116,0.646551724,0.353448276,0.010796224,0.89068824,0.002699055,0.087719314
C20003,122,97,219,0.557077626,0.442922374,0.003909304,0.971071149,0.003127443,0.013291634
C20004,60,61,121,0.495867769,0.504132231,0.018814676,0.597365945,0.068673566,0.300094073
C20005,126,127,253,0.498023715,0.501976285,0.013196481,0.964076247,0,0.010263929
C20006,78,50,128,0.609375,0.390625,0.010191083,0.951592356,0.001273885,0.028025478
C20007,115,97,212,0.54245283,0.45754717,0.006807352,0.967324707,0,0.006807352
C20008,172,108,280,0.614285714,0.385714286,0.002724796,0.97729337,0,0.011807448
C20009,174,145,319,0.545454545,0.454545455,0.0333069,0.914353689,0.00555115,0.026169705
C20010,108,88,196,0.551020408,0.448979592,0,0.987127916,0,0.004827032
C20011,163,137,300,0.543333333,0.456666667,0.004576659,0.970251716,0.001144165,0.008009153
C20012,67,66,133,0.503759398,0.496240602,0.002688172,0.982078853,0,0.008960573
C20013,157,126,283,0.554770318,0.445229682,0.001675042,0.967615857,0.000558347,0.010608598
C20014,95,73,168,0.56547619,0.43452381,0.010628019,0.960386477,0.005797101,0.014492752
C20015,41,183,224,0.183035714,0.816964286,0.039640248,0.090642351,0.007322084,0.855073234
C20016,151,147,298,0.506711409,0.493288591,0.176033059,0.697520659,0.068595043,0.028099174
C20017,69,88,157,0.439490446,0.560509554,0.027981376,0.492364583,0.001076207,0.458129906
C20018,126,80,206,0.611650485,0.388349515,0.001699237,0.975361085,1.27E-10,0.017841972
C20019,146,111,257,0.568093385,0.431906615,0.014754099,0.95655738,0,0.006557378
C20020,33,140,173,0.190751445,0.809248555,0.04238355,0.161141423,0.000839278,0.791439358
C20021,112,81,193,0.580310881,0.419689119,0.014916098,0.864512116,0,0.109384714
C20022,182,157,339,0.536873156,0.463126844,0.059884559,0.857864357,0.014430014,0.031746033
C20023,172,113,285,0.603508772,0.396491228,0.002239642,0.981522956,0.001119821,0.002799552
C20024,124,121,245,0.506122449,0.493877551,0.114170052,0.790283392,0.045344127,0.029149796
C20025,130,107,237,0.548523207,0.451476793,0.007518797,0.927631579,0,0.051691729
C20026,131,148,279,0.46953405,0.53046595,0.146222572,0.752233974,0.046303814,0.026807472
C20027,91,77,168,0.541666667,0.458333333,0.013535377,0.958357978,5.33E-10,0.01219369
C20028,111,79,190,0.584210526,0.415789474,0.001101322,0.959251101,0.001101322,0.019823789
C20029,203,122,325,0.624615385,0.375384615,0.007889546,0.950032873,0.018408941,0.016436555
C20030,99,53,152,0.651315789,0.348684211,0.007446744,0.976048866,0,0.015175711
C20031,151,95,246,0.613821138,0.386178862,0.006193693,0.970157658,0.001126126,0.010135135
C20032,166,92,258,0.643410853,0.356589147,0.008258258,0.938438438,0,0.039039039
C20033,101,45,146,0.691780822,0.308219178,0.009268794,0.968074154,0.001029866,0.011328526
