full_text,precinct,ward,PER_WHITE,PER_BLACK,PER_ASIAN,PER_HISP,TOTVOTES,LIGHTFOOT,PRECKWINKLE,P_LIGHT,P_PRECK,
13027,27,13,0.534246584,0.007827789,0.002935421,0.449119365,194,161,33,0.829896907,0.170103093,
13028,28,13,0.158341196,0.018850141,0.005655043,0.80772855,123,106,17,0.861788618,0.138211382,
13029,29,13,0.270010669,0.002134472,0.001067236,0.723585915,136,108,28,0.794117647,0.205882353,
13030,30,13,0.097333173,0.025351643,0,0.874597785,102,80,22,0.784313725,0.215686275,
13031,31,13,0.642642663,0.004004003,0.007007,0.331331321,246,224,22,0.910569106,0.089430894,
13032,32,13,0.692634567,0,0.008498585,0.297450418,197,170,27,0.862944162,0.137055838,
13033,33,13,0.618404909,0.001226994,0.003680981,0.371779141,220,195,25,0.886363636,0.113636364,
13034,34,13,0.12958116,0.009162312,0.007853402,0.849476424,168,136,32,0.80952381,0.19047619,
13035,35,13,0.163132144,0.005709625,0.000815661,0.827895588,160,135,25,0.84375,0.15625,
13036,36,13,0.187782788,0.029411768,0.01809954,0.761312239,101,90,11,0.891089109,0.108910891,
13037,37,13,0.235897407,0.104615285,0.007179487,0.633846283,247,190,57,0.769230769,0.230769231,
13038,38,13,0.625000008,2.63E-10,1.34E-13,0.373529404,203,183,20,0.901477833,0.098522167,
13039,39,13,0.215044229,0.002654869,0.00619469,0.771681434,159,131,28,0.823899371,0.176100629,
13040,40,13,0.287991474,0.01062699,0.0021254,0.693942637,170,147,23,0.864705882,0.135294118,
13041,41,13,0.08483291,0.036632389,0.007712087,0.869537266,177,142,35,0.802259887,0.197740113,
13042,42,13,0.742749055,0.001261034,0.007566204,0.244640604,221,203,18,0.918552036,0.081447964,
13043,43,13,0.380561266,0.012626434,0.0153321,0.577049986,189,159,30,0.841269841,0.158730159,
13044,44,13,0.115931715,0.022759602,0.007823614,0.850640118,144,112,32,0.777777778,0.222222222,
13045,45,13,0.462171237,0.017269754,0.002467107,0.508223561,222,190,32,0.855855856,0.144144144,
13046,46,13,0.141485277,0.010883483,0.013444303,0.823303456,181,147,34,0.812154696,0.187845304,
13047,47,13,0.106599601,0.03440526,0.006142495,0.849781397,147,123,24,0.836734694,0.163265306,
13048,48,13,0.696741856,0.001253133,0.005012531,0.294486214,188,167,21,0.888297872,0.111702128,
14001,1,14,0.683209004,0.001908422,0.007633689,0.298660989,333,306,27,0.918918919,0.081081081,
14002,2,14,0.216675245,0.004117344,0.025218734,0.750900669,225,186,39,0.826666667,0.173333333,
14003,3,14,0.052754435,0.01073763,0.007936508,0.926704014,136,104,32,0.764705882,0.235294118,
14004,4,14,0.676179368,0,0.001968577,0.319883478,225,204,21,0.906666667,0.093333333,
14005,5,14,0.035390946,0.065569274,0.002194787,0.894375857,176,133,43,0.755681818,0.244318182,
14006,6,14,0.038729667,0.005422153,0,0.9535244,63,51,12,0.80952381,0.19047619,
14007,7,14,0.172711572,0.003454231,0.005613126,0.812607945,185,149,36,0.805405405,0.194594595,
14008,8,14,0.213436929,0.011425959,0.003199269,0.766453382,176,139,37,0.789772727,0.210227273,
14009,9,14,0.529002988,0.003093615,0.00541361,0.453982446,306,267,39,0.87254902,0.12745098,
14010,10,14,0.090282131,0.00815047,0.066457682,0.831347962,97,80,17,0.824742268,0.175257732,
14011,11,14,0.034361851,0.011921459,0.004908836,0.946704067,75,63,12,0.84,0.16,
14012,12,14,0.267150395,0.007915567,0.022427441,0.69459103,176,151,25,0.857954545,0.142045455,
14013,13,14,0.171983358,0.018030512,0.0332871,0.772538142,144,107,37,0.743055556,0.256944444,
14014,14,14,0.048502741,0.020666385,0.001265289,0.92619148,115,84,31,0.730434783,0.269565217,
14015,15,14,0.046718973,0.018188302,0.005349501,0.927603424,138,115,23,0.833333333,0.166666667,
14016,16,14,0.1025641,0.004985756,0.130341895,0.759971497,130,90,40,0.692307692,0.307692308,
14017,17,14,0.054734538,0.010946908,0.007662835,0.925013682,130,108,22,0.830769231,0.169230769,
14018,18,14,0.346002621,0.020969856,0.022280472,0.606815203,75,60,15,0.8,0.2,
14019,19,14,0.06195122,0.011707317,0.00097561,0.922926829,128,89,39,0.6953125,0.3046875,
14020,20,14,0.103006681,0.01169265,0.025612472,0.853563476,87,73,14,0.83908046,0.16091954,
14021,21,14,0.060545906,0.008436725,0.00248139,0.927543424,122,91,31,0.745901639,0.254098361,
14022,22,14,0.506525458,0.019578378,0.009538185,0.459337882,231,191,40,0.826839827,0.173160173,
14023,23,14,0.451973665,0.000857647,0.013722345,0.527442817,163,132,31,0.809815951,0.190184049,
14024,24,14,0.636362959,0,0.003710323,0.351577722,294,254,40,0.863945578,0.136054422,
14025,25,14,0.073453606,0.005154641,0.012242267,0.905927837,83,69,14,0.831325301,0.168674699,
14026,26,14,0.045573599,0.004190677,1.28E-10,0.949188055,114,90,24,0.789473684,0.210526316,
14027,27,14,0.232504337,0.019086177,0.019664548,0.721226141,164,130,34,0.792682927,0.207317073,
14028,28,14,0.195571956,0.004920049,0.004305043,0.787822878,111,87,24,0.783783784,0.216216216,
14029,29,14,0.043409211,0.039174166,0.004235045,0.910005294,134,108,26,0.805970149,0.194029851,
14030,30,14,0.052997859,0.005353319,0.000535332,0.938436832,71,61,10,0.85915493,0.14084507,
14031,31,14,0.067618332,0.012021035,0.044327574,0.87453043,86,71,15,0.825581395,0.174418605,
15001,1,15,0.033707865,0.009583609,0.006609385,0.94580304,274,214,60,0.781021898,0.218978102,
15002,2,15,0,0.979700854,0.001068376,0.010683761,161,111,50,0.689440994,0.310559006,
15003,3,15,0.003707136,0.896200185,0,0.081556997,170,125,45,0.735294118,0.264705882,
15004,4,15,0.065813529,0.01023766,0.009140768,0.913345521,247,170,77,0.688259109,0.311740891,
15005,5,15,0.040885336,0.039963112,0.009529665,0.902858899,249,185,64,0.742971888,0.257028112,
15006,6,15,0.09738104,0.004057543,0.004795279,0.88897086,254,198,56,0.779527559,0.220472441,
15007,7,15,0.005576208,0.9563197,0,0.018587361,187,130,57,0.695187166,0.304812834,
15008,8,15,0.060715578,0.008673654,0.005782436,0.923021321,238,184,54,0.773109244,0.226890756,
15009,9,15,0.061706524,0.019486271,0.0171243,0.897254207,309,248,61,0.802588997,0.197411003,
15010,10,15,0.090630742,0.010104103,0.041641151,0.85425597,328,265,63,0.807926829,0.192073171,
15011,11,15,0.084329122,0.029702971,0.026630249,0.854899283,271,193,78,0.712177122,0.287822878,
15012,12,15,0.087104774,0.004959702,0.018288903,0.883446993,291,220,71,0.756013746,0.243986254,
15013,13,15,0.041874086,0.035431918,0.00204978,0.915959004,210,166,44,0.79047619,0.20952381,
15014,14,15,0.028606583,0.056290372,0.003691172,0.905567518,201,160,41,0.7960199,0.2039801,
15015,15,15,0.029110155,0.06549785,0.003969567,0.897452862,180,140,40,0.777777778,0.222222222,
15016,16,15,0.036044362,0.118299446,0.004158965,0.836414048,292,217,75,0.743150685,0.256849315,
15017,17,15,0.008009153,0.948512585,0,0.034324943,194,138,56,0.711340206,0.288659794,
15018,18,15,0.003384095,0.96277496,0,0.024534685,150,101,49,0.673333333,0.326666667,
15019,19,15,0.060790274,0.175278622,0.002026342,0.758865248,212,154,58,0.726415094,0.273584906,
15020,20,15,0.006072874,0.962550607,1.09E-10,0.021255061,196,126,70,0.642857143,0.357142857,
15021,21,15,0.00257732,0.925257733,0.00128866,0.067010308,161,104,57,0.645962733,0.354037267,
15022,22,15,0.003499563,0.982502186,0,0.002624672,170,125,45,0.735294118,0.264705882,
15023,23,15,0.004878049,0.924390244,0.000813008,0.062601626,181,135,46,0.745856354,0.254143646,
15024,24,15,0.000917431,0.979816514,0,0.006422018,168,131,37,0.779761905,0.220238095,
16001,1,16,0.049248121,0.030451123,0.002631579,0.912030079,185,128,57,0.691891892,0.308108108,
16002,2,16,0.002539682,0.734603176,0,0.253968253,175,128,47,0.731428571,0.268571429,
16003,3,16,0.002034588,0.92878942,0,0.05595117,153,107,46,0.699346405,0.300653595,
16004,4,16,0.019930676,0.894280759,0.000866551,0.054592723,169,105,64,0.621301775,0.378698225,
16005,5,16,0,0.950354609,0.004432624,0.024822696,115,82,33,0.713043478,0.286956522,
16006,6,16,0.006410256,0.939560439,0,0.046703298,187,135,52,0.721925134,0.278074866,
16007,7,16,0.015564203,0.612840461,0.000648508,0.362516218,166,118,48,0.710843373,0.289156627,
16008,8,16,0.008228196,0.633022486,0,0.350521122,97,63,34,0.649484536,0.350515464,
16009,9,16,0.000792393,0.964342314,0.000792393,0.019017433,185,118,67,0.637837838,0.362162162,
16010,10,16,0.009367682,0.948477752,0.00156128,0.032786885,167,117,50,0.700598802,0.299401198,
16011,11,16,0.017987634,0.569983135,0,0.406408096,151,115,36,0.761589404,0.238410596,
16012,12,16,0.009040334,0.759388042,0,0.2232267,134,90,44,0.671641791,0.328358209,
16013,13,16,0.020009307,0.260120985,0.00511866,0.710563055,112,75,37,0.669642857,0.330357143,
16014,14,16,0.007915568,0.976253298,0.000879508,0.012313104,153,105,48,0.68627451,0.31372549,
16015,15,16,0.003037206,0.962794229,0.002277904,0.028853455,200,131,69,0.655,0.345,
16016,16,16,0.003831418,0.981800766,0,0.012452107,209,150,59,0.717703349,0.282296651,
16017,17,16,0.021415269,0.318901303,0.009310987,0.637802608,131,97,34,0.740458015,0.259541985,
16018,18,16,0.02163624,0.675456392,0,0.29817444,193,119,74,0.616580311,0.383419689,
16019,19,16,0.019808743,0.790983607,0,0.183060109,163,112,51,0.687116564,0.312883436,
16020,20,16,0.004048583,0.950404859,0,0.02834008,134,97,37,0.723880597,0.276119403,
16021,21,16,0.012975779,0.923010381,0.011245675,0.038927336,158,111,47,0.702531646,0.297468354,
16022,22,16,0.01010101,0.847811451,0.002693602,0.129966327,143,110,33,0.769230769,0.230769231,
16023,23,16,0.023209284,0.155662266,0.00120048,0.81832733,139,105,34,0.755395683,0.244604317,
16024,24,16,0.001355013,0.944444448,0,0.047425472,113,85,28,0.752212389,0.247787611,
16025,25,16,1.21E-10,0.982173171,0,0.010186757,224,148,76,0.660714286,0.339285714,
16026,26,16,0.005474452,0.979927007,0,0.003649635,182,124,58,0.681318681,0.318681319,
16027,27,16,0.001702128,0.98212766,0,0.012765957,152,112,40,0.736842105,0.263157895,
16028,28,16,0.002895753,0.969111969,0.001930502,0.006756757,222,155,67,0.698198198,0.301801802,
16029,29,16,0.004240882,0.972010178,0,0.01187447,164,102,62,0.62195122,0.37804878,
16030,30,16,0.000834028,0.971643035,0.000834028,0.011676398,154,104,50,0.675324675,0.324675325,
16031,31,16,0,0.969302326,0.000930233,0.014883721,223,164,59,0.735426009,0.264573991,
16032,32,16,0.040370059,0.166526493,0.001682086,0.785113541,128,93,35,0.7265625,0.2734375,
16033,33,16,0.003412969,0.974402731,0,0.011945392,168,120,48,0.714285714,0.285714286,
16034,34,16,0.002669039,0.973309608,0,0.010676157,155,107,48,0.690322581,0.309677419,
16035,35,16,0.028401122,0.313113605,0.001051894,0.64516129,186,142,44,0.76344086,0.23655914,
16036,36,16,0.002566296,0.970059881,0,0.005988024,130,86,44,0.661538462,0.338461538,
17001,1,17,0.060459493,0.213422027,0.006045949,0.712817392,165,108,57,0.654545455,0.345454545,
17002,2,17,0.001422475,0.992887624,0,0.004267425,221,161,60,0.728506787,0.271493213,
17003,3,17,0.02828746,0.918195717,0,0.051223245,221,165,56,0.746606335,0.253393665,
17004,4,17,0,0.986404834,0.003021148,0.003776435,290,198,92,0.682758621,0.317241379,
17005,5,17,0.005518763,0.955849891,0.001103753,0.023178809,167,110,57,0.658682635,0.341317365,
17006,6,17,0.02822086,0.754601226,0.003067484,0.203067484,161,123,38,0.763975155,0.236024845,
17007,7,17,0.036417322,0.377460631,0.000492126,0.577755905,127,95,32,0.748031496,0.251968504,
17008,8,17,0.023225806,0.846451618,0.000645161,0.115483866,179,138,41,0.770949721,0.229050279,
17009,9,17,0.008737093,0.963463065,0.002382844,0.010325655,177,112,65,0.632768362,0.367231638,
17010,10,17,0.002446982,0.970636215,0,0.024469821,309,212,97,0.686084142,0.313915858,
17011,11,17,0.003567182,0.951248516,0,0.030915572,155,106,49,0.683870968,0.316129032,
17012,12,17,0.066528926,0.360330579,0.004545455,0.559917355,215,154,61,0.71627907,0.28372093,
17013,13,17,0.010204082,0.970116618,0.000728863,0.002186589,208,140,68,0.673076923,0.326923077,
17014,14,17,0.066140178,0.35538006,0.004442251,0.56663376,222,153,69,0.689189189,0.310810811,
17015,15,17,0.005215124,0.973272491,0,0.006518905,228,149,79,0.653508772,0.346491228,
17016,16,17,0.058910891,0.46930693,0.002475248,0.455445546,157,110,47,0.700636943,0.299363057,
17017,17,17,0.033829499,0.824086603,0.01285521,0.113667118,197,145,52,0.736040609,0.263959391,
17018,18,17,0,0.995407573,0.001148106,0.001148106,275,204,71,0.741818182,0.258181818,
17019,19,17,0.002921129,0.976630963,0,0.006815969,109,80,29,0.733944954,0.266055046,
17020,20,17,0.002757353,0.976102942,0.000919118,0.008272058,279,195,84,0.698924731,0.301075269,
17021,21,17,0.002066116,0.965909091,0.007231405,0.004132232,327,208,119,0.636085627,0.363914373,
17022,22,17,0.004135649,0.978494624,0.00165426,0.009098429,202,139,63,0.688118812,0.311881188,
17023,23,17,0.002290951,0.97250859,0,0.01489118,144,96,48,0.666666667,0.333333333,
17024,24,17,0.004329004,0.975757576,0,0.006926407,267,195,72,0.730337079,0.269662921,
17025,25,17,0.089788727,0.808978867,0.004401409,0.083626771,139,100,39,0.71942446,0.28057554,
17026,26,17,0.003866976,0.957463265,0,0.023975251,242,164,78,0.67768595,0.32231405,
17027,27,17,0.002518892,0.974811083,0.006717045,0.01427372,205,146,59,0.712195122,0.287804878,
17028,28,17,0.001945525,0.983463035,0,0.007782101,173,119,54,0.687861272,0.312138728,
17029,29,17,0.002926116,0.964155084,0,0.018288222,215,156,59,0.725581395,0.274418605,
17030,30,17,0.092039801,0.19278607,0.003109453,0.710820896,116,91,25,0.784482759,0.215517241,
17031,31,17,0.003131524,0.971816284,0,0.013569937,137,86,51,0.627737226,0.372262774,
17032,32,17,0.001048218,0.973794551,0,0.012578617,158,113,45,0.715189873,0.284810127,
17033,33,17,0.008333333,0.950925926,0.000925926,0.027777778,137,101,36,0.737226277,0.262773723,
17034,34,17,0.001270648,0.980940276,0,0.01524778,156,100,56,0.641025641,0.358974359,
17035,35,17,0.002678572,0.986607142,0,0.00625,162,115,47,0.709876543,0.290123457,
17036,36,17,0.005263159,0.95263158,0.004210526,0.033684209,223,150,73,0.67264574,0.32735426,
17037,37,17,0,0.952941178,0,0.032679738,190,132,58,0.694736842,0.305263158,
17038,38,17,0.000782473,0.984350547,0,0.006259781,188,131,57,0.696808511,0.303191489,
17039,39,17,0.014298481,0.949955318,0,0.024128686,235,153,82,0.65106383,0.34893617,
17040,40,17,0.007909603,0.978531074,0,0.003389831,249,169,80,0.678714859,0.321285141,
17041,41,17,0.000869567,0.98521739,0.000869565,0.006086957,286,195,91,0.681818182,0.318181818,
18001,1,18,0.07136715,0.537403276,0.000859845,0.373172825,192,139,53,0.723958333,0.276041667,
18002,2,18,0.114424829,0.167985386,0.00912964,0.69628729,153,120,33,0.784313725,0.215686275,
18003,3,18,0.367584746,0.203389831,0.004237288,0.412076271,206,163,43,0.791262136,0.208737864,
18004,4,18,0.04415274,0.908114565,0.009546538,0.029832935,286,213,73,0.744755245,0.255244755,
18005,5,18,0.003880985,0.948253553,0,0.037516171,151,111,40,0.735099338,0.264900662,
18006,6,18,0.389006343,0.238900634,0.014799154,0.347780127,212,175,37,0.825471698,0.174528302,
18007,7,18,0.145973887,0.556843944,0.001748382,0.284943498,218,164,54,0.752293578,0.247706422,
18008,8,18,0.095424833,0.847058832,0.00130719,0.04705882,284,194,90,0.683098592,0.316901408,
18009,9,18,0.062976687,0.881648132,0.005428121,0.03257573,261,188,73,0.720306513,0.279693487,
18010,10,18,0.055746309,0.889645496,0.007963703,0.040956374,355,245,110,0.690140845,0.309859155,
18011,11,18,0.167259784,0.301601429,0.002669039,0.527580068,184,143,41,0.777173913,0.222826087,
18012,12,18,0.035410763,0.888101986,0.007082153,0.059490085,255,172,83,0.674509804,0.325490196,
18013,13,18,0.091658081,0.750772419,0.007209062,0.131822847,261,184,77,0.704980843,0.295019157,
18014,14,18,0.043778813,0.876728113,0.003456221,0.049539167,279,179,100,0.641577061,0.358422939,
18015,15,18,0.153321976,0.310618967,0.017035775,0.501987507,226,177,49,0.783185841,0.216814159,
18016,16,18,0.035407728,0.898068667,0.001072961,0.053648067,231,160,71,0.692640693,0.307359307,
18017,17,18,0.107959024,0.39164698,0.003152088,0.49093773,210,154,56,0.733333333,0.266666667,
18018,18,18,0.036223916,0.935236019,0.001097694,0.019758502,251,164,87,0.653386454,0.346613546,
18019,19,18,0.001430615,0.987124465,1.08E-11,0.005722462,240,165,75,0.6875,0.3125,
18020,20,18,0.0013947,0.976290098,0.002789401,0.016736401,195,138,57,0.707692308,0.292307692,
18021,21,18,0.071955719,0.811808102,0.001845018,0.101476031,322,227,95,0.704968944,0.295031056,
18022,22,18,0.016229717,0.920099869,0.002496882,0.047440699,329,223,106,0.67781155,0.32218845,
18023,23,18,0.050831794,0.6728281,0.001848429,0.26062846,222,157,65,0.707207207,0.292792793,
18024,24,18,0.283365883,0.04585912,0.006844767,0.650240993,172,152,20,0.88372093,0.11627907,
18025,25,18,0.322134384,0.056653491,0.015151516,0.603425564,203,160,43,0.78817734,0.21182266,
18026,26,18,0.056437974,0.910278006,0,0.017457427,319,223,96,0.699059561,0.300940439,
18027,27,18,0.064849624,0.70018797,0.004699248,0.226503759,186,129,57,0.693548387,0.306451613,
18028,28,18,0.426168305,0.110279288,0.002803755,0.434580447,220,191,29,0.868181818,0.131818182,
18029,29,18,0.130649137,0.420706639,0.013147084,0.426458521,273,204,69,0.747252747,0.252747253,
18030,30,18,0.266334785,0.038581208,0.016179215,0.668948351,189,148,41,0.783068783,0.216931217,
18031,31,18,0.031333932,0.607878243,0,0.352730529,247,175,72,0.708502024,0.291497976,
18032,32,18,0.002656042,0.948207172,0.005312085,0.015936254,261,174,87,0.666666667,0.333333333,
18033,33,18,0.0099889,0.928967817,0,0.042175358,201,140,61,0.696517413,0.303482587,
18034,34,18,0.077206423,0.881829478,0.001294691,0.029318698,346,249,97,0.719653179,0.280346821,
18035,35,18,0.070617908,0.860025222,0,0.056746531,322,221,101,0.686335404,0.313664596,
18036,36,18,0.207780723,0.379310348,0.012378426,0.392572943,229,174,55,0.759825328,0.240174672,
18037,37,18,0.0836197,0.822451321,0.001145475,0.079037798,281,185,96,0.658362989,0.341637011,
18038,38,18,0.008275862,0.968275862,4.72E-12,0.009655172,255,180,75,0.705882353,0.294117647,
18039,39,18,0.054986022,0.629077342,0.002795899,0.296365342,158,117,41,0.740506329,0.259493671,
18040,40,18,0.202239328,0.216934919,0.023792862,0.552834151,239,182,57,0.761506276,0.238493724,
18041,41,18,0.038680319,0.898748576,0.002275311,0.052332198,313,226,87,0.722044728,0.277955272,
18042,42,18,0.07369323,0.635818336,0.002570694,0.281919453,162,123,39,0.759259259,0.240740741,
18043,43,18,0.252617358,0.081604063,0.007061871,0.635177741,138,118,20,0.855072464,0.144927536,
18044,44,18,0.376893942,0.081439395,0.011363637,0.519886359,200,172,28,0.86,0.14,
18045,45,18,0.071165646,0.175460131,0.007361964,0.742944775,155,124,31,0.8,0.2,
18046,46,18,0.218879057,0.074336285,0.004129793,0.697345131,200,168,32,0.84,0.16,
18047,47,18,0.054450259,0.764397912,0.011518325,0.160209421,156,120,36,0.769230769,0.230769231,
18048,48,18,0.035827186,0.898840886,0.002107481,0.043203374,194,141,53,0.726804124,0.273195876,
18049,49,18,0.036929059,0.794946547,0.001943635,0.164237124,137,119,18,0.868613139,0.131386861,
18050,50,18,0.041284404,0.835779816,0.01559633,0.1,179,138,41,0.770949721,0.229050279,
19001,1,19,0.909823004,0.029179304,0.001326332,0.054366031,312,295,17,0.945512821,0.054487179,
19002,2,19,0.36499603,0.556405412,0.006462291,0.046287105,462,348,114,0.753246753,0.246753247,
19003,3,19,0.944444444,0,0.002777778,0.050000001,266,249,17,0.936090226,0.063909774,
19004,4,19,0.917835256,0.022409426,0.00466863,0.053219234,361,341,20,0.944598338,0.055401662,
19005,5,19,0.586821686,0.331459976,0.002476838,0.054473113,379,298,81,0.786279683,0.213720317,
19006,6,19,0.909283493,0.015121004,0.008641154,0.063714255,346,319,27,0.921965318,0.078034682,
19007,7,19,0.832312059,0.096696159,0.006120255,0.051407657,301,273,28,0.906976744,0.093023256,
19008,8,19,0.88729508,0.01536885,0.005122951,0.082991806,341,323,18,0.947214076,0.052785924,
19009,9,19,0.648644071,0.185269695,0.020796771,0.122521902,262,225,37,0.858778626,0.141221374,
19010,10,19,0.625134226,0.286788439,0.00859291,0.054779808,402,295,107,0.733830846,0.266169154,
19011,11,19,0.944442834,0.001111185,0.00333354,0.048890081,312,292,20,0.935897436,0.064102564,
19012,12,19,0.909090898,1.03E-08,0.001280411,0.083226632,268,259,9,0.96641791,0.03358209,
19013,13,19,0.099031216,0.849300325,0.001076426,0.012917115,374,222,152,0.593582888,0.406417112,
19014,14,19,0.572380928,0.372380976,0.005714286,0.036190476,369,291,78,0.788617886,0.211382114,
19015,15,19,0.879363213,0.015181451,0.012782937,0.07988756,397,367,30,0.924433249,0.075566751,
19016,16,19,0.913577784,0.00886725,0.00775149,0.06537232,354,335,19,0.946327684,0.053672316,
19017,17,19,0.917414699,0.012903954,0.003871186,0.055486998,291,273,18,0.93814433,0.06185567,
19018,18,19,0.752762434,0.191988947,0.002762432,0.045580107,334,272,62,0.814371257,0.185628743,
19019,19,19,0.740039841,0.202191235,0.008964144,0.030876494,422,345,77,0.817535545,0.182464455,
19020,20,19,0.306317451,0.619784596,0.002383809,0.05244368,300,207,93,0.69,0.31,
19021,21,19,0.868586863,0.027902792,0.013501351,0.073807377,290,270,20,0.931034483,0.068965517,
19022,22,19,0.671550763,0.245421141,0.012210014,0.054945064,378,310,68,0.82010582,0.17989418,
19023,23,19,0.912075023,0.031653003,0.007033997,0.042203979,354,331,23,0.935028249,0.064971751,
19024,24,19,0.935997637,0,0.001600074,0.060802214,252,239,13,0.948412698,0.051587302,
19025,25,19,0.720642767,0.199011129,0.007416563,0.048207661,319,262,57,0.821316614,0.178683386,
19026,26,19,0.813299209,0.115089536,0.002557545,0.066496161,339,291,48,0.85840708,0.14159292,
19027,27,19,0.395077716,0.502590678,0.010362694,0.054404145,334,251,83,0.751497006,0.248502994,
19028,28,19,0.11064278,0.836670182,0.002107482,0.024236038,363,257,106,0.707988981,0.292011019,
19029,29,19,0.857142861,0.007326008,0.005494506,0.118131864,313,295,18,0.942492013,0.057507987,
19030,30,19,0.919584726,0.005587455,0.003339254,0.065901111,294,277,17,0.942176871,0.057823129,
19031,31,19,0.755555556,0.187499996,0.00138889,0.036111112,319,269,50,0.843260188,0.156739812,
19032,32,19,0.864146618,0.050315775,0.005031647,0.072957891,309,274,35,0.886731392,0.113268608,
19033,33,19,0.929752058,0.003099174,0.005165289,0.051652901,309,296,13,0.957928803,0.042071197,
19034,34,19,0.838801709,0.118402287,0.007132666,0.017118404,312,280,32,0.897435897,0.102564103,
19035,35,19,0.704245974,0.215226941,0.010248902,0.054172767,312,252,60,0.807692308,0.192307692,
19036,36,19,0.274158921,0.652111659,0.002863279,0.035075162,411,275,136,0.669099757,0.330900243,
19037,37,19,0.507594911,0.415189901,0.011392405,0.054430378,342,250,92,0.730994152,0.269005848,
19038,38,19,0.327455931,0.608312329,0.010075567,0.03904282,294,212,82,0.721088435,0.278911565,
19039,39,19,0.105007635,0.839310881,0.001642419,0.031152372,95,67,28,0.705263158,0.294736842,
19040,40,19,0.645398772,0.266257672,0.009815951,0.055214723,342,281,61,0.821637427,0.178362573,
19041,41,19,0.925438601,0.006578948,0.005482451,0.047149123,300,284,16,0.946666667,0.053333333,
19042,42,19,0.437677056,0.48725212,0.014164307,0.032577904,263,200,63,0.760456274,0.239543726,
19043,43,19,0.063041765,0.884160755,0.012608353,0.025216707,393,270,123,0.687022901,0.312977099,
19044,44,19,0.939338236,1.25E-09,0.001838236,0.048713235,339,323,16,0.95280236,0.04719764,
19045,45,19,0.84894526,0.047865354,0.007447337,0.076596065,331,298,33,0.900302115,0.099697885,
19046,46,19,0.935329336,0.017964071,0.003592814,0.039520964,372,353,19,0.948924731,0.051075269,
19047,47,19,0.277497931,0.655946241,0.003752478,0.033451604,489,356,133,0.72801636,0.27198364,
19048,48,19,0.034642036,0.928406463,0.002309469,0.013856813,343,247,96,0.720116618,0.279883382,
19049,49,19,0.209809314,0.728616603,0.004560249,0.036488924,418,292,126,0.698564593,0.301435407,
19050,50,19,0.734620039,0.21471651,0.002412545,0.038600725,282,259,23,0.918439716,0.081560284,
19051,51,19,0.925281475,0.024564994,0.003070624,0.037871034,377,352,25,0.933687003,0.066312997,
19052,52,19,0.881072921,0.019264204,0.002512431,0.088775229,341,326,15,0.95601173,0.04398827,
19053,53,19,0.848964507,0.100254914,0.001302115,0.042967913,287,254,33,0.885017422,0.114982578,
19054,54,19,0.901249996,0.0075,0.005,0.080000003,264,250,14,0.946969697,0.053030303,
19055,55,19,0.889673166,0.024644988,0.004695135,0.073944432,272,253,19,0.930147059,0.069852941,
19056,56,19,0.619837743,0.320933099,0.001377466,0.04407745,381,307,74,0.805774278,0.194225722,
19057,57,19,0.58079265,0.324695157,0.007621951,0.065548777,267,204,63,0.764044944,0.235955056,
20001,1,20,0.009916095,0.961098396,0,0.008390542,269,181,88,0.672862454,0.327137546,
20002,2,20,0.010796224,0.89068824,0.002699055,0.087719314,105,75,30,0.714285714,0.285714286,
20003,3,20,0.003909304,0.971071149,0.003127443,0.013291634,210,143,67,0.680952381,0.319047619,
20004,4,20,0.018814676,0.597365945,0.068673566,0.300094073,109,71,38,0.651376147,0.348623853,
20005,5,20,0.013196481,0.964076247,0,0.010263929,265,178,87,0.671698113,0.328301887,
20006,6,20,0.010191083,0.951592356,0.001273885,0.028025478,110,77,33,0.7,0.3,
20007,7,20,0.006807352,0.967324707,0,0.006807352,221,159,62,0.719457014,0.280542986,
20008,8,20,0.002724796,0.97729337,0,0.011807448,261,175,86,0.670498084,0.329501916,
20009,9,20,0.0333069,0.914353689,0.00555115,0.026169705,387,236,151,0.609819121,0.390180879,
20010,10,20,0,0.987127916,0,0.004827032,160,111,49,0.69375,0.30625,
20011,11,20,0.004576659,0.970251716,0.001144165,0.008009153,317,204,113,0.643533123,0.356466877,
20012,12,20,0.002688172,0.982078852,0,0.008960573,167,122,45,0.730538922,0.269461078,
20013,13,20,0.001675042,0.967615857,0.000558347,0.010608598,294,207,87,0.704081633,0.295918367,
20014,14,20,0.010628019,0.960386477,0.005797101,0.014492752,143,93,50,0.65034965,0.34965035,
20015,15,20,0.039640248,0.090642351,0.007322084,0.855073234,156,115,41,0.737179487,0.262820513,
20016,16,20,0.176033059,0.697520659,0.068595043,0.028099174,287,163,124,0.567944251,0.432055749,
20017,17,20,0.027981376,0.492364583,0.001076207,0.458129906,137,101,36,0.737226277,0.262773723,
20018,18,20,0.001699237,0.975361085,1.27E-10,0.017841972,166,116,50,0.698795181,0.301204819,
20019,19,20,0.014754099,0.95655738,0,0.006557378,243,169,74,0.695473251,0.304526749,
20020,20,20,0.04238355,0.161141423,0.000839278,0.791439358,114,89,25,0.780701754,0.219298246,
20021,21,20,0.014916098,0.864512116,0,0.109384714,176,110,66,0.625,0.375,
20022,22,20,0.059884559,0.857864357,0.014430014,0.031746033,364,210,154,0.576923077,0.423076923,
20023,23,20,0.002239642,0.981522956,0.001119821,0.002799552,252,173,79,0.686507937,0.313492063,
