,DISTRICT,NAME_x,Shape_Le_1,Shape_Area,TOWN,WARD,PRECINCT_x,SEN12D,SEN12R,PRES12D,PRES12R,SEN13D,SEN13R,SEN14D,SEN14R,PRES16D,PRES16R,CD,TOTPOP,NH_WHITE,NH_BLACK,NH_AMIN,NH_ASIAN,NH_NHPI,NH_OTHER,HISP,H_WHITE,H_BLACK,H_AMIN,H_ASIAN,H_NHPI,H_OTHER,VAP,HVAP,WVAP,BVAP,AMINVAP,ASIANVAP,NHPIVAP,OTHERVAP,2MOREVAP,SEND,HDIST,NAME10,GOV14R,GOV14D,GOV14I,GOV14U1,GOV14U2,GOV18R,GOV18D,SEN18D,SEN18R,SEN18U,RSHARE,geometry,abbr_NAME,PRECINCT_y,SIMONELLI,LAMONICA,NAPOLITANO,ADRIEN,SOLANO,ISOLA,HICKS,HANLON,MARCHESE,MATEWKSY,TOT_CCAL,P_SIMONELLI,P_LAMONICA,P_NAPOLITANO,P_ADRIEN,P_SOLANO,P_ISOLA,P_HICKS,P_HANLON,P_MARCHESE,P_MATEWKSY,MARCUS,MARTINS,TOT_CCW2,P_MARCUS,P_MARTINS,DIFLORIO,NGUYEN,TOT_CCW5,P_DIFLORIO,P_NGUYEN,MCLAUGHLIN,LATTANZI,TOT_CCW6,P_MCLAUGHLIN,P_LATTANZI,LINDSEY,DINUNZIO,SKERRITT,CARDELLO,LAMBERT,SARNIE,TOT_SCAL,P_LINDSEY,P_DINUNZIO,P_SKERRITT,P_CARDELLO,P_LAMBERT,P_SARNIE,PANARESE,RUIZ,TOT_SCW1,P_PANARESE,P_RUIZ,LAMONICA.1,MESSINA,TOT_SCW2,P_LAMONICA.1,P_MESSINA,PARKER,SANTACROCE,TOT_SCW3,P_PARKER,P_SANTACROCE,MURRAY,ELA,TOT_SCW4,P_MURRAY,P_ELA,ABRUZZESE,MAVILIO,TOT_SCW6,P_ABRUZZESE,P_MAVILIO,NAME_y,P_coalition,P_HISP,P_BLACK
0,1-1,Everett City Ward 1 Precinct 1,0.03144938103,3.770699e-05,Everett,1,1,646,374,726,287,272,97,562,148,737,294,07,3765.000211496328,1931.0000807805973,497.0000527296458,6.000002488068676,203.0000088977402,10.000000461890805,248.00001517628564,870.0000509620996,406.0000150358721,42.99999949695762,13.999999966561383,5.000000531799874,1.00000059152123,401.00003533938764,2875.0001503901444,613.0000304601849,1555.0000619039658,343.00003495257766,2.000000381772715,142.00000688517073,6.31682251e-07,158.0000126912035,62.000002483586165,026,145,Everett Ward 1 Precinct 1,291,419,20,7,6,423,321,521,202,32,0.27939142461964,"POLYGON ((-71.04439799976774 42.40539100029463, -71.04494499981166 42.40420499956127, -71.04548599957906 42.40301699963493, -71.04650199966738 42.40313799981902, -71.04678900031195 42.40316800030325, -71.04712799975721 42.40322300014157, -71.04745500044771 42.40334200023329, -71.04766600028552 42.40349600014054, -71.04787700012326 42.40373699956308, -71.04820099977616 42.40409499988453, -71.04911699974957 42.40430999990679, -71.04975799963177 42.4044829997909, -71.05014000016075 42.40458399995185, -71.05043100009044 42.40466099990545, -71.05100699967312 42.40484400025065, -71.05180399955481 42.40517300013414, -71.05250999973657 42.40550600020202, -71.05275100005838 42.40562100010919, -71.05337299996376 42.40589099996993, -71.05390700030762 42.40622600012995, -71.05451000023618 42.40653700008266, -71.05505100000346 42.40683799957418, -71.05556700041654 42.40705699978093, -71.05515200016453 42.40746199957181, -71.0549540000269 42.40764900010151, -71.05474000005074 42.40788300010064, -71.05457699972862 42.40808200028425, -71.0541889998222 42.40849599959091, -71.05400500033028 42.4086949997747, -71.05376600010055 42.40894300041941, -71.0532729998489 42.40949799993297, -71.05301200040327 42.4097479997705, -71.05243499987512 42.41037800004489, -71.0521730003835 42.4106459998132, -71.0517770001083 42.41037800004489, -71.05161399978607 42.41026700032205, -71.05071699978947 42.40960300027848, -71.05010000011475 42.40916399981899, -71.05002100006897 42.40910099961167, -71.05076100001997 42.40858800023625, -71.05079199965093 42.40837000007571, -71.04984800018491 42.40828000042194, -71.04879200005058 42.40820100037615, -71.0479879998461 42.40812699966142, -71.04647800035923 42.40775200035483, -71.04675299955113 42.40716900044924, -71.0470390001496 42.40654799969064, -71.04722999996432 42.40614399994593, -71.04628999978343 42.40589400010816, -71.04534400022527 42.40564300022453, -71.04439799976774 42.40539100029463))",Ward 1 Precinct 1,Ward 1 Precinct 1,80,55,160,150,49,116,61,153,127,180,1131,0.07073386400000001,0.048629531,0.14146772800000001,0.132625995,0.043324492,0.102564103,0.053934570999999994,0.135278515,0.11229000900000001,0.159151194,106,194,300,0.35333333299999997,0.6466666670000001,185,107,292,0.633561644,0.366438356,203,117,320,0.634375,0.365625,83,86,94,166,88,122,639,0.12989045400000002,0.13458529,0.147104851,0.25978090800000003,0.13771518,0.190923318,181,95,276,0.655797101,0.344202899,176,91,267,0.65917603,0.34082397,165,113,278,0.59352518,0.40647482,150,101,251,0.597609562,0.40239043799999996,161,99,260,0.619230769,0.38076923100000004,Ward 1 Precinct 1,0.36308101644128654,0.23107569776638467,0.1320053186749019
1,1-2,Everett City Ward 1 Precinct 2,0.08733494178,0.00027426374,Everett,1,2,597,317,670,245,221,98,456,124,666,290,07,3539.5242203829307,1626.2464144168473,424.90578551498504,16.999999670163206,205.96860526248113,3.968600341729678,285.780199924022,975.6546152527014,390.8744052632681,29.905802150226517,10.000001462752197,9.999999306176687,3.999999616878972,530.8744074533993,2607.1208116956836,633.8116090511629,1278.5290084717556,291.9685906644729,5.000000138348135,150.96860394542944,1.59e-13,176.968599985853,69.87439943866076,026,145,Everett Ward 1 Precinct 2,226,378,9,1,10,359,253,394,201,16,0.33781512605042,"POLYGON ((-71.04439799976774 42.40539100029463, -71.04386600041545 42.40525000008756, -71.04365699977058 42.40520099962663, -71.04303900004965 42.40502999983488, -71.04223699993747 42.40481699990482, -71.04115899968787 42.40453100020574, -71.04144400024029 42.40389799979312, -71.03952699997092 42.40363200011694, -71.03957999971692 42.40352599972539, -71.03973899985476 42.40320700030293, -71.03975563371529 42.40317373348131, -71.03979199960088 42.40310099991137, -71.03982542380402 42.40306757570823, -71.0398650002694 42.40302800014229, -71.04008200038373 42.4028089999357, -71.04015400010678 42.40273700021254, -71.04019500019893 42.4026960001205, -71.04023800038323 42.40260000019003, -71.04040299989833 42.4022290001684, -71.04056800031282 42.4019819995699, -71.04057542601493 42.40197011772705, -71.04057799987464 42.40196599973132, -71.04088699973511 42.40174899961687, -71.04142300017111 42.40137600040225, -71.04180599984682 42.40110400044938, -71.04245400005186 42.40064600001307, -71.04322300044095 42.40011399976157, -71.04482100038859 42.39897899958135, -71.04570699987801 42.39835499958372, -71.04614800042964 42.39804399963117, -71.04616100012987 42.39803500011533, -71.04629500001397 42.39794000023113, -71.04637900029047 42.39788200025441, -71.04665591593761 42.39770825932891, -71.04689699989643 42.39755699965605, -71.04699499991904 42.39749600044024, -71.04708300037998 42.39742299977178, -71.04717056197165 42.39734754035692, -71.0472059997569 42.3973170002796, -71.04732799998698 42.39721199993409, -71.04774899961649 42.39691399968154, -71.04819830270935 42.39662718969333, -71.04820800009895 42.3966209996596, -71.04821904377366 42.39662644595387, -71.04835399963713 42.39669300028197, -71.04848221418268 42.39675867057639, -71.04851800000552 42.39677699965904, -71.04901097327757 42.39702433480551, -71.04997099956182 42.39750600000212, -71.05017900016054 42.39758600009401, -71.05068099992798 42.39764700020919, -71.05080211342658 42.39764062581452, -71.05087099969671 42.39763699974793, -71.05104110286442 42.39762773403299, -71.05112799985716 42.39762300000166, -71.05114212101188 42.39762000885656, -71.0515670003166 42.39753000020949, -71.05192799987714 42.39740299974881, -71.05221139513952 42.39724955922009, -71.05228975396881 42.39720713280303, -71.05229000038298 42.39720699970349, -71.05229094197324 42.39720609588477, -71.05277999959708 42.3967369996131, -71.05290199982727 42.39650199956787, -71.05299372977657 42.39620017809585, -71.05299499961939 42.39619599984576, -71.05299386647363 42.39619436038157, -71.05246600040545 42.39543099964106, -71.05234400017525 42.39525499961871, -71.05211327910439 42.39492235388377, -71.05209500038382 42.39489600015048, -71.0519150001769 42.39479900017392, -71.05172699960116 42.39469800001297, -71.05147399962516 42.3945640001287, -71.05071799983557 42.3941649997152, -71.05046599990584 42.39403199987703, -71.05040599983676 42.39400100024608, -71.05039500022895 42.39399600001565, -71.05028100036765 42.39384500024687, -71.05024100032171 42.39379199960138, -71.05019299990687 42.39372800024711, -71.05011633989699 42.39362453594367, -71.05027199995266 42.39338496194659, -71.05033353696302 42.39301500603784, -71.05054985718999 42.39239852617123, -71.05104366503286 42.39193968846615, -71.05193879713755 42.39164437268988, -71.05261687786646 42.39148775125886, -71.05409835355596 42.38986740855421, -71.05471537661316 42.3892891148011, -71.05542519801435 42.38825815269178, -71.05601202723301 42.38782495016159, -71.05949816640697 42.38828453070676, -71.06030043631586 42.38873828184637, -71.06134943972472 42.38869276985554, -71.06172023020429 42.38853276247721, -71.06496005496234 42.38905983983994, -71.0666265715588 42.38903857986679, -71.06961867086483 42.38967829911445, -71.07026734736002 42.38956764742915, -71.07048157396525 42.38967594109209, -71.06992433783779 42.3905736029896, -71.06967169309399 42.39091701720685, -71.06940027680116 42.39125924341954, -71.06860367981574 42.3922048607659, -71.0680804695379 42.39276338831991, -71.06712308456241 42.3936983352101, -71.06694110404857 42.39405884464026, -71.06695171065275 42.39458500919096, -71.06700970343491 42.39468085174013, -71.06678499972782 42.39493300005819, -71.06632600014456 42.39543099964106, -71.06615100016836 42.39562100030906, -71.06599400012277 42.39579200010081, -71.06565399973209 42.39614700028403, -71.06532499984866 42.39651200002896, -71.06497599994225 42.39688400009669, -71.06478500012753 42.39709499993455, -71.06445600024404 42.39743999965651, -71.06408500022241 42.39784300025434, -71.0639029999233 42.39805099995397, -71.06373999960107 42.39823500034527, -71.06346100022483 42.39854200011342, -71.06334600031749 42.3986689996749, -71.06300399983451 42.39901100015771, -71.06261800002045 42.39942200022534, -71.06256500027433 42.39950799969472, -71.06219899958398 42.39993000026948, -71.0618380000235 42.40030400042957, -71.06171000041604 42.40042999994472, -71.06137400020981 42.40060800005932, -71.06106700044154 42.40082400012778, -71.06079100030422 42.40102200026536, -71.06057300014362 42.40122299964196, -71.06042999984447 42.40137999968744, -71.06027399984498 42.40166400019376, -71.06018700032968 42.40182200028534, -71.06008500012246 42.40197600019241, -71.06001599963844 42.40200499973116, -71.05985999963912 42.40213500033025, -71.05976399970865 42.40230900026046, -71.05976000042347 42.40238500016778, -71.05975100000848 42.40254600039782, -71.0597380003083 42.40257599998267, -71.05963800019339 42.4027390003049, -71.05947399982506 42.40291000009665, -71.05941899998669 42.40298700005025, -71.05919500044877 42.40310099991137, -71.05904799996506 42.40323899998015, -71.05855100042817 42.40377899970122, -71.05819500019896 42.40416999974599, -71.05783799992355 42.40454900013651, -71.05738999994838 42.4050119999041, -71.05709599988029 42.40534099978743, -71.0569820000191 42.40547200043278, -71.05626900041386 42.40620400001484, -71.0559950003688 42.4065600002441, -71.05568599960907 42.40690800010435, -71.05556700041654 42.40705699978093, -71.05505100000346 42.40683799957418, -71.05451000023618 42.40653700008266, -71.05390700030762 42.40622600012995, -71.05337299996376 42.40589099996993, -71.05275100005838 42.40562100010919, -71.05250999973657 42.40550600020202, -71.05180399955481 42.40517300013414, -71.05100699967312 42.40484400025065, -71.05043100009044 42.40466099990545, -71.05014000016075 42.40458399995185, -71.04975799963177 42.4044829997909, -71.04911699974957 42.40430999990679, -71.04820099977616 42.40409499988453, -71.04787700012326 42.40373699956308, -71.04766600028552 42.40349600014054, -71.04745500044771 42.40334200023329, -71.04712799975721 42.40322300014157, -71.04678900031195 42.40316800030325, -71.04650199966738 42.40313799981902, -71.04548599957906 42.40301699963493, -71.04494499981166 42.40420499956127, -71.04439799976774 42.40539100029463))",Ward 1 Precinct 2,Ward 1 Precinct 2,71,49,113,122,47,88,54,105,114,177,940,0.075531915,0.05212766,0.120212766,0.129787234,0.05,0.093617021,0.057446809,0.11170212800000001,0.121276596,0.188297872,110,146,256,0.4296875,0.5703125,140,109,249,0.562248996,0.437751004,156,104,260,0.6,0.4,69,62,79,126,76,117,529,0.130434783,0.11720226800000001,0.149338374,0.238185255,0.143667297,0.221172023,130,107,237,0.548523207,0.451476793,133,79,212,0.627358491,0.372641509,116,98,214,0.542056075,0.457943925,127,81,208,0.610576923,0.389423077,127,83,210,0.604761905,0.395238095,Ward 1 Precinct 2,0.39569171266079495,0.2756456954395833,0.12004601722121165
2,2-1,Everett City Ward 2 Precinct 1,0.02851432952,4.558132e-05,Everett,2,1,691,352,768,269,216,113,555,165,776,336,07,3474.000137545712,1839.0000430331418,518.0000218794354,7.000001122673253,164.00000392773586,1.0000017061424,147.00000400057536,798.0000618760073,343.00003259392173,51.00000226678168,16.000001308127104,3.000001291724422,1.000000313773508,384.0000241016792,2529.0000904808317,503.00003044942986,1447.0000395755285,336.0000125033944,2.999999902486046,114.00000270446114,1.684954054e-06,82.00000344486138,44.00000021571675,026,145,Everett Ward 2 Precinct 1,274,452,12,2,4,465,349,594,213,20,0.263940520446097,"POLYGON ((-71.03562900007807 42.40964100023223, -71.03578700016976 42.40937299956454, -71.03586300007726 42.40928500000291, -71.03592999956965 42.40920800004932, -71.03599199973081 42.40916099968058, -71.03602700044559 42.4091029997038, -71.03625200002961 42.40873099963608, -71.03632699989095 42.40860800025922, -71.03637800044419 42.40847200028276, -71.03651399232672 42.40810455168395, -71.03652900021302 42.40806400035348, -71.03657899982085 42.40792800037718, -71.03659399961322 42.40789599980076, -71.03666300009718 42.40779899982419, -71.0369329999578 42.40742100037914, -71.03702299961157 42.40729600001066, -71.03709500023393 42.4071969999419, -71.0371490000262 42.40709999996511, -71.03748700032463 42.40649099976002, -71.03760000013972 42.40628800029123, -71.0377160000931 42.40613400038399, -71.03806399995341 42.40567099971707, -71.0381789998608 42.40551699980983, -71.03819499969933 42.40549599974077, -71.03821599976828 42.40544500008684, -71.03830600032143 42.40521899955746, -71.03833599990628 42.40514399969601, -71.03834799956036 42.40511400011115, -71.03838300027502 42.40502499960428, -71.038393999883 42.40499600006552, -71.03841499995207 42.40497600004255, -71.03847500002109 42.40491599997364, -71.03849500004407 42.40489599995067, -71.03860699981306 42.40476500020486, -71.03894199997319 42.40437300011416, -71.03905157247192 42.40424467225398, -71.03905299969603 42.40424300041423, -71.03909499983416 42.40419600004566, -71.03915299981088 42.4041240003225, -71.03944299969447 42.40376099977055, -71.03949500029387 42.40369600037042, -71.03952699997092 42.40363200011694, -71.04144400024029 42.40389799979312, -71.04115899968787 42.40453100020574, -71.04223699993747 42.40481699990482, -71.04303900004965 42.40502999983488, -71.04365699977058 42.40520099962663, -71.04386600041545 42.40525000008756, -71.04439799976774 42.40539100029463, -71.04310000016466 42.40821400007633, -71.04379499983918 42.40827900037584, -71.04341400025572 42.40899700021163, -71.0432889998873 42.40923300030289, -71.04325900030244 42.40935399958767, -71.04327700023322 42.40961299984036, -71.04330799986417 42.41002800009227, -71.04337000002533 42.41086399997386, -71.0433910000944 42.41107599985764, -71.04322899981827 42.41107799995001, -71.04302300021112 42.41110400024951, -71.04273200028138 42.41116200022628, -71.04246499965984 42.41119900013393, -71.04222300019114 42.41122599958032, -71.04165600012414 42.41130399958007, -71.04120800014891 42.41137200001805, -71.04079600003524 42.41142999999477, -71.04039699962169 42.41147899955632, -71.03957699957874 42.4115920002709, -71.03870499983566 42.41172900029324, -71.03865700032009 42.41176300006265, -71.03867500025086 42.41180600024688, -71.03858899988228 42.41173899985512, -71.03824700029867 42.41151000008665, -71.03798299981543 42.41132399960304, -71.03740300004819 42.41091899981217, -71.03706599979586 42.41068799995151, -71.03672900044285 42.4104440003905, -71.03631100005242 42.41015899983807, -71.03594999959267 42.40990499981604, -71.03582600016961 42.40981300007007, -71.03562900007807 42.40964100023223))",Ward 2 Precinct 1,Ward 2 Precinct 1,88,79,122,154,61,100,70,135,162,158,1129,0.077945084,0.069973428,0.10806023,0.136403897,0.054030115,0.08857395900000001,0.062001771,0.119574845,0.143489814,0.139946856,187,136,323,0.578947368,0.42105263200000004,175,128,303,0.577557756,0.42244224399999997,192,127,319,0.601880878,0.39811912200000005,110,87,81,160,87,134,659,0.166919575,0.132018209,0.122913505,0.24279210899999998,0.132018209,0.20333839199999998,181,95,276,0.655797101,0.344202899,185,83,268,0.6902985070000001,0.309701493,174,100,274,0.635036496,0.364963504,157,90,247,0.63562753,0.36437247,157,103,260,0.603846154,0.39615384600000003,Ward 2 Precinct 1,0.3788140563187087,0.22970639904458184,0.1491076572741268
3,2-2,Everett City Ward 2 Precinct 2,0.03123236547,3.737569e-05,Everett,2,2,636,291,682,246,206,89,470,141,702,249,07,3468.9996048885487,1720.9998393850594,433.9999458525906,16.999997419954777,142.99997675157718,5.999998246402295,172.99997771407482,974.9998695188897,459.9999397515141,22.9999995143429,9.999999753401278,5.999998563967303,0.99999979159782,474.9999321440664,2532.999724129972,601.9999236014601,1366.9998758365466,299.99996389426764,2.000000794565228,101.9999824984624,3.999998242714792,121.99998098886412,33.9999982730907,026,145,Everett Ward 2 Precinct 2,211,399,11,3,6,392,299,499,185,25,0.27046783625731,"POLYGON ((-71.0433910000944 42.41107599985764, -71.04337000002533 42.41086399997386, -71.04330799986417 42.41002800009227, -71.04327700023322 42.40961299984036, -71.04325900030244 42.40935399958767, -71.0432889998873 42.40923300030289, -71.04341400025572 42.40899700021163, -71.04379499983918 42.40827900037584, -71.04310000016466 42.40821400007633, -71.04439799976774 42.40539100029463, -71.04534400022527 42.40564300022453, -71.04628999978343 42.40589400010816, -71.04722999996432 42.40614399994593, -71.0470390001496 42.40654799969064, -71.04675299955113 42.40716900044924, -71.04647800035923 42.40775200035483, -71.0479879998461 42.40812699966142, -71.04879200005058 42.40820100037615, -71.04984800018491 42.40828000042194, -71.05079199965093 42.40837000007571, -71.05076100001997 42.40858800023625, -71.05002100006897 42.40910099961167, -71.05010000011475 42.40916399981899, -71.05071699978947 42.40960300027848, -71.05161399978607 42.41026700032205, -71.0517770001083 42.41037800004489, -71.0521730003835 42.4106459998132, -71.05202499985364 42.41081100022762, -71.05154200006308 42.41135099994898, -71.05089699999638 42.41203399996942, -71.05048399983656 42.41252400008278, -71.05009099969965 42.41292000035787, -71.04971799958582 42.41334700026408, -71.04950899984033 42.41358200030925, -71.04922600027948 42.4133599999642, -71.0488510000734 42.41310499989606, -71.04855800005146 42.41288599968925, -71.04820199982225 42.41260100003626, -71.04797099996142 42.41240199985265, -71.04756500012445 42.41209700017663, -71.04708699966517 42.41176099997045, -71.04665599957451 42.41146499981011, -71.04632699969108 42.41122400038756, -71.04564899990129 42.4107599996745, -71.04564399967063 42.4111489996269, -71.04528100001801 42.41116999969597, -71.04486000038855 42.41120100022613, -71.04341500030182 42.41134699976442, -71.0433910000944 42.41107599985764))",Ward 2 Precinct 2,Ward 2 Precinct 2,78,64,127,130,69,113,66,99,127,125,998,0.078156313,0.06412825700000001,0.12725450900000002,0.130260521,0.069138277,0.113226453,0.066132265,0.099198397,0.12725450900000002,0.125250501,139,137,276,0.5036231879999999,0.49637681200000006,146,106,252,0.579365079,0.420634921,173,94,267,0.647940075,0.352059925,94,68,78,131,100,119,590,0.159322034,0.115254237,0.13220339,0.222033898,0.169491525,0.201694915,143,94,237,0.6033755270000001,0.396624473,149,88,237,0.628691983,0.37130801700000005,145,96,241,0.601659751,0.398340249,141,89,230,0.6130434779999999,0.386956522,143,86,229,0.624454148,0.375545852,Ward 2 Precinct 2,0.4061689178015195,0.28106081884382755,0.1251080989576919
4,3-1,Everett City Ward 3 Precinct 1,0.04719553781,0.00012560852,Everett,3,1,802,480,917,355,374,170,679,186,828,412,07,3749.9998985602947,2150.999949611447,620.9999611168337,19.000001680279333,152.99999313328507,8.999999457578545,148.99999750434273,647.9999960565292,337.99999977656444,42.00000123333363,10.999998935264271,1.000000189029001,2.999999354345418,252.9999965679924,2679.9999150336594,378.00000002136966,1700.9999504955115,360.99997339434475,10.000000249235265,92.99999622077814,3.7471652e-08,81.99999519683638,54.99999941811255,026,145,Everett Ward 3 Precinct 1,325,546,24,6,11,587,384,664,279,25,0.295864262990456,"POLYGON ((-71.03249300025158 42.41550600000215, -71.03269599972037 42.41557999981734, -71.03269618048421 42.41558006276983, -71.03282800041166 42.41562600013998, -71.03293800008851 42.41563999988625, -71.03306799978822 42.41564700020905, -71.0331530001107 42.41564700020905, -71.03325400027177 42.41564099993235, -71.0334009998561 42.41562600013998, -71.03371199980882 42.41557300039386, -71.03385199996967 42.4155389997253, -71.03396699987695 42.41550099977155, -71.03401300019965 42.41548599997918, -71.03406099971511 42.41546299981775, -71.03415899973788 42.41541800044058, -71.0348199996431 42.41517500002647, -71.03517699991846 42.41505800002693, -71.03529399991794 42.41501399979643, -71.03537400000982 42.41496900041921, -71.03551300012469 42.41486900030435, -71.03581999989291 42.41466399984387, -71.03624100042163 42.41437900019099, -71.0364259999597 42.4142489995919, -71.03672700035065 42.41408400007668, -71.03692999981951 42.4140029999387, -71.0371150002569 42.41393000016967, -71.03735499963335 42.413863999824, -71.03778399963164 42.41377900040072, -71.03788299970051 42.41376899993963, -71.03867000002032 42.41366100035503, -71.03887599962741 42.41363099987097, -71.03975000036195 42.41350200021736, -71.04048900026686 42.41340200010251, -71.04070000010472 42.41337099957218, -71.04071599994325 42.41339099959515, -71.04077199982771 42.41348700042488, -71.04101400019579 42.41374299963991, -71.04118199984919 42.41389999968544, -71.04130300003328 42.41385300021602, -71.04145599989425 42.41381900044667, -71.04168999989344 42.41381100007771, -71.04177700030806 42.41381800040057, -71.04189700044606 42.41382799996245, -71.04205100035318 42.41383000005465, -71.04208099993804 42.41383400023915, -71.04222899956847 42.41392599998511, -71.04244899982132 42.41407100037657, -71.04277699965866 42.41431700002971, -71.04351100023234 42.41481300041983, -71.0440649996998 42.41518899977274, -71.04441100036718 42.41543899961044, -71.04501400029574 42.41588999972396, -71.04537499985622 42.41615900043774, -71.04560399962469 42.41634299992967, -71.04577000008527 42.41646200002157, -71.04595000029212 42.41656000004423, -71.04630100029078 42.41676499960522, -71.04667400040466 42.41698199971961, -71.04643700026719 42.41727099955722, -71.04614000006075 42.41761900031679, -71.04586700006178 42.41795399957766, -71.04578699996989 42.41804900036124, -71.04554999983242 42.41830499957632, -71.0454559999942 42.41841900033677, -71.04538300022512 42.41849700033652, -71.04491700031917 42.41900799961974, -71.04448300009017 42.41952400003282, -71.04435699967564 42.4196759998477, -71.0442389996299 42.41980899968581, -71.04376700034658 42.4203189998222, -71.04359699970155 42.42050300021344, -71.04324499965679 42.42086900000464, -71.04296900041885 42.42119299965736, -71.04271899968194 42.42146300041742, -71.04218800037575 42.42205399979252, -71.04159700010132 42.42270800027421, -71.04108399982653 42.42327700043342, -71.0409299999194 42.42345499964875, -71.04089700019625 42.42349199955623, -71.03954900008614 42.42353299964844, -71.03917700001824 42.42355499976361, -71.03757299979395 42.42364999964803, -71.03660099993601 42.42370699957866, -71.03654400000545 42.42371299985518, -71.03622999991438 42.42372999973992, -71.03593799993854 42.4237469996246, -71.03583799982368 42.42375299990113, -71.03551600026304 42.42378499957834, -71.03497000026516 42.42382999985477, -71.03484399985058 42.42384100036213, -71.03475999957419 42.42384599969336, -71.03451600001324 42.42386399962413, -71.03434600026753 42.42387800026978, -71.03371900013161 42.42390499971617, -71.03249700043602 42.42396799992355, -71.03103300037253 42.42404399983087, -71.03098800009599 42.42404199973873, -71.03089300021156 42.42404800001543, -71.03068200037387 42.42405300024586, -71.02825700006036 42.42414800013029, -71.02808565672751 42.42415424682127, -71.02806500019943 42.42415499955371, -71.02809599983038 42.42409699957716, -71.02816500031429 42.42399200013091, -71.02821529759774 42.42391471329353, -71.02836999987545 42.4236769999938, -71.02843800031326 42.42357199964829, -71.02856199973627 42.42338199987967, -71.02861400033572 42.42330199978761, -71.02864700005887 42.42326099969557, -71.02878500012747 42.42299500001945, -71.02888999957361 42.42279399974348, -71.02899399987302 42.42259400041291, -71.0290119998038 42.42255400036697, -71.02906599959607 42.42243600032134, -71.02908400042605 42.4223960002754, -71.02913099989553 42.42229199997604, -71.02927200010259 42.42197999997722, -71.02931899957196 42.42187699972391, -71.02932601518324 42.4218624747736, -71.02939000014823 42.42173000013963, -71.02942700005582 42.42165200013994, -71.02961999996279 42.42129900004909, -71.0296280003318 42.4212850003027, -71.02970300019314 42.42115999993422, -71.02973747930105 42.42110222478811, -71.02974000010073 42.42109799977311, -71.02976100016986 42.42106600009606, -71.02986100028471 42.42091999965857, -71.02989700014621 42.42083600028133, -71.0299350000999 42.4207849997282, -71.03000000039953 42.42069700016663, -71.03001600023805 42.42066899977476, -71.03006499979972 42.42058500039769, -71.03008099963824 42.42055700000583, -71.03013700042203 42.42046000002927, -71.03030400002945 42.42017000014556, -71.03035899986781 42.4200740002151, -71.03037999993688 42.42003900039975, -71.03044300014415 42.41993500010039, -71.03045499979822 42.41991500007742, -71.03046400021321 42.41990000028505, -71.03052300023614 42.41980100021613, -71.03069900025849 42.41950800019436, -71.03075800028131 42.41941000017152, -71.03082399972766 42.4192819996648, -71.03099300032653 42.41895499987362, -71.03101899972683 42.41890600031189, -71.03108600011865 42.41878199998951, -71.03110900027997 42.41873999985125, -71.03114900032591 42.41866499998997, -71.03127499984117 42.41843300008304, -71.03132799958729 42.41831299994521, -71.03138200027894 42.41819199976112, -71.03144699967913 42.41803000038436, -71.03158145192231 42.41769517019605, -71.03160199963236 42.41764399967104, -71.03163900043938 42.41754599964833, -71.03170099970123 42.41738400027157, -71.03171899963189 42.41734500027172, -71.03177300032354 42.41723000036438, -71.03179100025426 42.41719200041058, -71.0318310003002 42.4171049999959, -71.03195299963102 42.41684399965101, -71.03199299967696 42.4167580001818, -71.03199999999987 42.41674200034333, -71.03202100006894 42.41669600002069, -71.03202700034564 42.41668100022815, -71.03207399981511 42.4165749998366, -71.03221600006816 42.41625699956103, -71.03226300043696 42.41615200011495, -71.03232100041367 42.4160249996541, -71.03245700039008 42.41572600025501, -71.03247100013635 42.41564199997862, -71.03249300025158 42.41550600000215))",Ward 3 Precinct 1,Ward 3 Precinct 1,116,99,189,202,79,185,82,203,212,221,1588,0.073047859,0.062342569,0.119017632,0.12720403,0.049748111,0.116498741,0.05163728,0.127833753,0.133501259,0.139168766,206,223,429,0.48018648,0.51981352,254,157,411,0.618004866,0.38199513399999996,292,162,454,0.643171806,0.356828194,136,104,154,213,128,205,940,0.144680851,0.11063829800000001,0.163829787,0.226595745,0.136170213,0.21808510600000003,256,141,397,0.644836272,0.35516372799999996,240,144,384,0.625,0.375,266,173,439,0.605922551,0.39407744899999997,229,147,376,0.609042553,0.390957447,238,154,392,0.607142857,0.39285714299999996,Ward 3 Precinct 1,0.3383999977334824,0.1728000036227495,0.16559999411073287
